LINK	STREET	ANODE	BNODE	LENGTH	type	lanes_ab	speed_ab	cap_ab	lanes_ba	speed_ba	cap_ba	use
439341	Волгоградская улица	6443	6445	121.556511436	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439342	Волгоградская улица	6445	6446	50.6204522439	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439343	Волгоградская улица	6446	6447	32.8353818363	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439344		71466	156785	17.5497783044	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439345	Неманская улица	90375	32947	215.2375171	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439346	Неманская улица	32947	32938	211.048244297	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439347		90386	32938	247.51343366	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439348		6586	5246	242.341622959	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439349		79440	79442	187.525589193	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439350		129545	129546	6.1896270426	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439351		129665	129650	256.300057404	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439352		129650	129598	445.653584694	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439353		129554	129547	99.8724984523	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439354	Океанский проспект	24775	24760	89.4464216885	MINOR	4	37.2902423866	500	0	0.0	0	ANY
439355	Океанский проспект	24760	13165	82.265978831	MINOR	4	37.2902423866	500	0	0.0	0	ANY
439356	Океанский проспект	13165	24763	8.47773376344	MINOR	4	37.2902423866	500	0	0.0	0	ANY
439357	Океанский проспект	24763	8730	122.819613142	MINOR	4	37.2902423866	500	0	0.0	0	ANY
439358	Луговая улица	750	34087	69.9495347326	MAJOR	2	37.2902423866	500	0	37.2902423866	500	ANY
439359	Луговая улица	34087	34084	55.113482881	MAJOR	2	37.2902423866	500	0	37.2902423866	500	ANY
439360	Луговая улица	34084	65270	24.702613841	MAJOR	2	37.2902423866	500	0	37.2902423866	500	ANY
439361	Луговая улица	65270	90681	29.5325483108	MAJOR	2	37.2902423866	500	0	37.2902423866	500	ANY
439362	Луговая улица	90681	4767	26.9662176688	MAJOR	2	37.2902423866	500	0	37.2902423866	500	ANY
439363	Луговая улица	4767	6192	47.2617337329	MAJOR	2	37.2902423866	500	0	37.2902423866	500	ANY
439364	Луговая улица	6192	37233	57.5218032621	MAJOR	2	37.2902423866	500	0	37.2902423866	500	ANY
439365	Луговая улица	37233	130041	215.07364745	MAJOR	2	37.2902423866	500	0	37.2902423866	500	ANY
439366	Луговая улица	130041	6202	344.188742503	MAJOR	2	37.2902423866	500	0	37.2902423866	500	ANY
439367	Луговая улица	6202	1577	9.67064596057	MAJOR	2	37.2902423866	500	0	37.2902423866	500	ANY
439368	Стрелочная улица	750	751	54.5509444351	MINOR	1	37.2902423866	500	0	37.2902423866	500	ANY
439369		113482	113559	1053.89464035	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439370		113500	113514	627.707848244	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439371		4764	36956	16.1449160534	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439372		36956	5645	39.5961601958	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439373		5645	7739	66.4497591143	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439374		16100	44314	51.4498249614	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439375		42485	46030	149.631247555	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439376		46030	877	39.3853403916	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439377		42488	46030	8.85905511664	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439378		7147	9606	161.196536506	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439379		9606	100575	181.58837039	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439380		100575	9613	61.9580234295	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439381		9613	9621	281.003671702	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439382		116701	116699	206.245998083	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439383		116699	116710	159.360535554	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439384		116758	116755	25.9443816198	LOCAL	1	12.4300807955	500	1	12.4300807955	500	ANY
439385		116729	116730	19.5955689903	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439386		116730	116731	31.1111459709	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439387		116710	116703	65.1747748763	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439388		116756	116761	29.8746810987	LOCAL	1	12.4300807955	500	1	12.4300807955	500	ANY
439389		116730	116734	72.6586796633	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439390		86458	116743	59.0440723919	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439391		116742	116735	50.1886665961	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439392		116761	116758	34.4306541949	LOCAL	1	12.4300807955	500	1	12.4300807955	500	ANY
439393		116699	116720	240.703058607	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439394		17217	7740	208.287761406	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439395		116691	116675	327.183344112	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439396		46033	48650	41.845264697	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439397		48650	42487	82.569864117	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439398		42487	46040	73.7970278127	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439399		142142	142194	46.0541169457	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439400		42486	42487	15.8718680373	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439401		34817	142133	3.8203693118	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439402		74381	74368	42.2152559606	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439403		56269	142786	44.4003609009	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439404		142786	56270	8.74086011629	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439405		86868	46047	199.003726105	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439406		46047	46048	7.11326593959	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439407		46049	46051	197.331777513	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439408		46052	46051	19.6610533213	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439409		7779	7781	197.797445939	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439410		74407	74405	25.932352587	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439411		74405	23556	119.517463206	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439412		7781	7782	53.8113401001	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439413		14010	14011	17.557900778	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439414		14011	14012	13.4980683192	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439415		14012	14017	120.964007272	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439416		14017	14018	26.9887437937	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439417	Русская улица	75216	776	22.9535362631	MINOR	4	37.2902423866	500	0	0.0	0	ANY
439418	Русская улица	776	107530	84.5740134578	MINOR	4	37.2902423866	500	0	0.0	0	ANY
439419		14012	14020	38.4730418789	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439420		14020	14023	36.6631011198	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439421		14023	14026	124.450889603	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439422	Фортовая улица	89337	93800	340.456406108	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439423		6669	89334	52.6955122539	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439424		89334	89337	95.5919535329	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439425		14023	14036	20.3102108707	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439426		14036	14017	67.535906633	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439427	Киевская улица	7783	87007	777.00953522	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439428	Амурская улица	4866	107015	4.96398903119	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439429	Амурская улица	107015	5467	104.68636205	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439430	Амурская улица	5467	103559	128.931765523	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439431	Амурская улица	103559	133749	95.9833541279	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439432	Амурская улица	133749	133757	169.582247869	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439433	Амурская улица	133757	133798	131.040509067	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439434	Амурская улица	133798	5475	12.2099048806	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439435		149998	157035	29.3705789764	RAMP	1	37.2902423866	500	1	37.2902423866	500	ANY
439436		149992	89410	42.7097120679	RAMP	1	37.2902423866	500	0	0.0	0	ANY
439437		149998	102574	39.4937758802	RAMP	1	37.2902423866	500	0	0.0	0	ANY
439438		109345	149992	79.2701238338	RAMP	1	37.2902423866	500	0	0.0	0	ANY
439439		149992	89968	123.704250067	RAMP	1	37.2902423866	500	1	37.2902423866	500	ANY
439440		89968	44402	249.335582417	RAMP	1	37.2902423866	500	1	37.2902423866	500	ANY
439441	Корабельная набережная	3224	121910	91.4512422521	LOCAL	2	37.2902423866	500	0	37.2902423866	500	ANY
439442	Корабельная набережная	121910	2709	505.516681847	LOCAL	2	37.2902423866	500	0	37.2902423866	500	ANY
439443	Корабельная набережная	2709	2254	63.227994752	LOCAL	2	37.2902423866	500	0	37.2902423866	500	ANY
439444	Нижнепортовая улица	5839	56702	42.3849473796	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439445	Нижнепортовая улица	56702	3898	534.841784338	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439446	Нижнепортовая улица	3898	3900	90.1272022001	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439447	Нижнепортовая улица	3900	121191	18.1248392205	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439448	Нижнепортовая улица	121191	7878	473.681565979	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439449	проспект Острякова	136480	136479	50.3495833719	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
439450		12626	82260	71.7259944786	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439451		130752	130747	32.3260930125	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439452		130745	130747	71.7209431002	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439453		130747	130767	544.906286282	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439454		130767	130767	137.232156401	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439455		37491	3369	43.9791909087	RAMP	1	37.2902423866	500	0	0.0	0	ANY
439456		3369	3372	63.8857607713	RAMP	1	37.2902423866	500	0	0.0	0	ANY
439457		60889	22822	39.3190076389	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439458		84429	84423	17.8253096923	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439459		60918	60919	14.4163388807	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439460		84430	84429	29.5712644472	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439461		84429	84428	24.5948061208	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439462		84428	84425	32.9793833566	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439463		60915	60917	10.5754459076	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439464		60829	60835	9.16070421317	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439465		60845	60856	52.0477895928	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439466		60917	60920	11.1904640513	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439467		60848	60865	35.3300427554	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439468		60902	60901	38.4760059252	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439469		60865	60869	2.88451647311	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439470		60869	60873	4.19435670266	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439471		60919	60916	30.7308740319	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439472		60859	61009	16.8951232098	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439473		60850	60852	8.20348141192	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439474		93532	93627	4216.94413804	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439475		60894	60878	33.3725723211	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439476		60878	60861	12.0167015777	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439477		60755	60757	12.0456789988	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439478		60757	62273	8.91492698784	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439479		62273	133317	86.8767675243	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439480		133317	60771	4.1508046962	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439481		60771	60775	20.2661787387	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439482		60920	60923	30.3974321752	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439483		60833	60839	5.55274123372	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439484		60839	60841	10.6619186579	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439485		60841	60848	27.0145613279	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439486		60897	60925	30.3821182706	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439487		60858	60886	76.4276537578	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439488		60886	60889	9.82285340898	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439489		60889	60915	36.3605334081	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439490		60865	60859	11.3535406038	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439491		60859	60850	26.4434867943	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439492		60850	60835	50.6367032051	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439493		60835	60841	48.8617875834	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439494		44011	60829	13.0181477797	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439495		60829	60858	62.5066511239	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439496		60928	60897	40.8775632026	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439497		60897	60879	37.7604006363	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439498		60879	60873	5.28661187	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439499		60873	60845	50.8759745449	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439500		60845	60842	4.62990486486	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439501	улица Воропаева	60855	60842	56.827684547	LOCAL	1	24.8601615911	500	1	24.8601615911	500	ANY
439502	улица Воропаева	60842	60833	30.6060346876	LOCAL	1	24.8601615911	500	1	24.8601615911	500	ANY
439503	улица Воропаева	60833	4463	37.5517757554	LOCAL	1	24.8601615911	500	1	24.8601615911	500	ANY
439504	Корабельная набережная	2253	3224	84.6018617821	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
439505		9192	93350	42.3577412963	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439506	проспект Острякова	1191	134025	36.5171716334	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
439507	проспект Острякова	134025	1183	75.8039114713	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
439508		61470	96037	71.8159255271	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439509		19811	142301	46.8333394566	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439510		142301	142303	92.2407324108	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439511		142304	142305	42.0941378538	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439512		142301	142305	29.4274585394	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439513		142305	142307	95.9791127033	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439514		142307	142309	60.9867707832	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439515		142309	142310	27.0570298527	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439516		142310	142311	54.8304828052	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439517		142311	142303	9.35329736878	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439518		142311	142307	17.7974731962	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439519		142309	142316	114.471885852	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439520		142310	142318	135.276992948	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439521		142325	142329	194.273331707	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439522		142329	142330	10.5023050638	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439523	проспект Красного Знамени	24783	3584	224.300345131	MINOR	1	37.2902423866	500	0	0.0	0	ANY
439524		118583	118587	10.819837904	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439525		118648	134173	10.036867472	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439526		134173	118644	20.6489919731	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439527		118566	118569	12.7036546368	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439528		118632	118587	81.4486219163	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439529		118639	118638	14.3866319898	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439530		118638	118628	47.7443339628	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
439531		118550	118569	43.9559638803	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439532		118569	118583	36.7767634515	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439533		34084	751	118.114595045	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
439534		109459	109513	318.197173492	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439535		104623	110345	197.169929089	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439536		110345	115370	174.940732172	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439537		115370	109432	150.739230977	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439538		109408	109395	262.288650768	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439539		109513	62845	440.712693913	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439540		109461	109460	18.5223810134	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439541		109460	109459	5.15329612647	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439542		109362	109355	114.187504932	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439543		109365	102125	169.665700674	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439544		83346	109461	36.2333781008	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439545		109488	109513	85.9004072253	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439546		109460	109488	115.640218488	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
439547		109351	60778	345.082136547	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
439548	Служебная дорога для обслуживания газопровода	113567	113560	214.751268899	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
