['./prepVladGraph2012.py', 'links.txt']
33103 23676 7.429708
23676 33746 40.745204
33746 31739 46.270434
31739 126614 6.270585
126614 23663 8.242836
133332 133324 160.071881
144212 133332 236.481281
133332 9344 392.296082
6464 50153 98.612522
50153 50143 266.772409
34924 34923 82.897928
34923 34928 8.049567
55602 74290 100.006704
74290 84903 210.942819
74290 74249 218.968746
74249 74220 87.059274
55601 74185 195.317108
74185 74175 61.921605
74175 74173 74.099215
74157 74257 298.077164
74253 74257 10.079424
74210 74218 23.352856
74218 74174 320.212162
74185 74187 32.794977
74282 74268 25.924069
74135 74138 11.856168
74221 74218 35.300430
74138 74157 30.120755
74271 55603 97.767344
55603 84903 282.154729
84903 1037 79.581239
74195 74175 95.447220
74249 74218 172.025857
3408 114829 13.091546
114829 14739 35.311667
14739 100445 57.933101
100445 6015 177.025279
6015 781 62.359608
781 100459 51.802063
100459 783 82.766934
783 56778 112.560166
56778 14718 9.825639
14718 114794 36.985550
114794 114191 18.990515
114191 114205 32.293430
114205 785 22.910811
92550 77267 41.611095
90026 90027 243.177028
98652 2460 121.015170
98643 925 42.585654
3507 37548 179.846301
37548 37610 33.014919
37610 37584 133.139920
37584 37754 99.668026
37754 6041 151.058175
6041 125414 179.494873
125414 6053 220.445619
6053 6058 124.902952
6058 6059 23.053401
98627 98654 192.669571
98640 925 83.288257
19139 103506 6.356254
103506 925 32.268246
98626 98627 20.970211
98627 98631 45.223467
41641 71390 307.561047
71390 71371 80.490886
71371 25219 21.291103
85805 1849 118.348737
1849 82933 63.880580
82933 111030 51.606347
111030 1858 180.929714
85810 85805 32.838219
131147 131141 39.108934
131141 131118 98.367764
142694 142697 15.432917
142698 142694 16.993108
142701 142699 78.125923
142697 142701 4.163053
142701 142699 49.252914
142699 142696 15.143390
85791 148939 644.079976
148939 148978 300.693555
148978 85847 107.547605
85847 85851 9.129494
85789 85791 32.908568
85658 85789 36.706954
85650 85769 60.714343
85769 85779 50.049877
85757 85658 131.995266
82911 85769 6.938359
85769 85771 5.155813
85771 85782 50.892762
85853 85832 27.251117
85851 85853 1.713780
85853 85722 25.651108
82905 82911 53.269486
82911 82925 44.170837
82925 82933 75.375031
95901 7024 11.895836
7024 3498 62.976744
131141 131150 84.118075
132978 133002 16.797570
133002 140710 18.763593
73029 143551 179.266331
55866 156888 122.909873
7596 9943 404.511556
35594 35414 76.933336
35414 35415 87.024296
35414 35418 54.519806
135766 135773 41.571127
135773 135772 69.768143
135773 135775 36.322856
139850 8368 104.418760
85857 85857 102.549958
89961 89960 65.492055
89960 111388 24.386260
86127 115907 135.858710
115907 86130 80.755565
86130 86131 82.696943
86131 115930 105.040397
115930 92024 66.784417
92024 86133 38.453921
86133 86123 298.941214
89002 14311 216.216697
14311 14341 34.610626
14341 57321 2.596861
57321 14313 3.257991
112948 112947 21.676048
112950 112948 43.215070
58392 112958 27.233925
112950 112956 33.551439
15649 112950 63.501781
89002 112942 4.391125
112942 112941 3.712620
112941 14313 249.752236
96488 46826 256.708835
19483 139900 181.561292
84632 91552 124.214020
91552 91543 370.675102
91543 91532 996.580576
3439 3441 94.617120
42269 42281 98.154875
42269 3625 24.359888
3625 42283 7.787091
89744 89734 20.571629
19371 19379 137.305664
67703 134931 118.435894
120876 89960 25.376836
89960 120897 27.742610
120897 120904 5.871955
120904 133891 45.904145
133891 75109 12.598682
120943 120952 14.295521
7070 69493 10.838579
69493 120867 16.626850
120865 120871 7.497938
120896 120888 9.531616
120888 120886 1.080837
121221 121225 10.304283
121225 121050 9.972574
121226 121225 68.240115
121225 4542 58.043164
4542 122182 61.334129
122182 8354 48.866756
8354 121119 175.239699
121119 121020 21.814069
121020 121022 42.413471
121022 1516 22.973296
88899 70619 19.180393
70619 120881 14.903817
120881 120897 9.032687
120904 95864 10.119707
95864 120905 3.414413
120862 120864 7.375884
120864 7070 2.105504
120886 120874 43.499989
120951 120952 22.023697
120952 120953 24.259730
120954 16739 10.957503
16739 75109 114.489875
120944 120946 5.216711
120946 120953 14.039618
120953 120960 12.197791
120950 120927 58.787126
120927 120905 117.127034
120930 120933 4.780714
120933 120936 2.955012
120936 120941 1.827387
120918 120917 6.208023
120917 120898 135.393545
120898 125183 37.653886
125183 120888 6.841648
120888 88906 49.237899
120869 120926 119.445139
120926 120930 78.691634
120930 120940 45.963205
120957 120951 11.787790
120951 120941 19.534721
120941 120943 16.169646
120943 120946 24.523519
120905 120889 37.111866
120889 120913 178.342020
120913 120918 38.136674
120918 120922 22.104856
120922 120949 103.152739
7612 50411 9.145415
50410 50407 57.775026
124928 125029 343.596413
125029 125016 224.719643
43493 43507 232.081989
43507 124942 236.248753
115784 124930 109.267800
103177 124950 48.596910
124931 43507 144.243205
124923 124928 272.135451
8650 2647 230.872926
36534 36437 44.905340
96471 96467 65.795011
96467 96466 32.657599
131196 131203 40.437032
131188 131187 21.569188
131275 131266 76.788919
131203 131199 36.494698
131187 131196 116.757102
85936 131670 133.417094
131670 131690 40.111772
131690 85959 19.985407
85959 131694 16.350254
89976 5460 157.111924
8597 8598 32.936753
136079 136072 2.702883
136126 136125 3.383301
136082 87906 7.057938
87906 137112 33.275320
137112 14210 11.008704
14210 136127 55.316471
33742 33732 4.668918
33732 33734 17.382614
136127 136137 16.152144
15862 15863 14.313840
14205 137193 22.775945
137193 136057 20.501984
136057 136142 13.692347
93306 93320 88.032797
93320 93323 29.046883
93323 93324 37.032345
4683 15199 310.124481
15199 15205 173.231179
15205 15214 170.650506
15214 15216 21.917356
15216 15222 97.723608
36328 36329 45.533744
74904 71598 106.054494
71598 89453 16.570717
89453 41625 186.755905
41625 41627 170.876496
41627 89448 303.273725
6297 87200 235.327143
87200 50153 143.156649
36334 36333 59.043109
65371 65372 8.662037
35459 107059 63.622823
107059 107053 5.529598
107053 107056 29.484773
65368 65367 39.614649
6176 64395 11.160647
64395 145109 13.821077
145109 145114 38.141337
145114 33712 30.953035
33712 145113 44.766129
145113 145110 17.037456
145110 145108 10.971827
145108 33720 78.457743
65338 33785 84.140752
33720 33722 8.817073
78985 78984 67.908660
78987 78986 74.297862
78990 78988 93.522471
78978 78977 52.089210
78983 78980 77.098991
22124 22127 44.474952
37834 37599 36.390579
63542 63543 5.512756
63543 63545 1.122060
63545 91339 184.555499
91339 63598 149.729642
63598 63843 169.214748
109983 32981 245.991421
32981 46247 37.869254
46247 46248 29.028826
37838 37837 42.445393
111422 36942 18.865497
111432 111431 10.472810
111421 111417 13.877987
111426 111421 24.116574
24916 33977 11.428860
111427 111426 2.353770
111409 111410 13.388809
111410 36942 17.522484
111431 122128 47.362281
122128 111422 13.526322
111422 24916 13.758006
36926 14325 26.079208
14325 36788 80.651127
14325 36787 79.954372
71949 71880 36.574338
15222 15231 55.401842
86662 86658 71.937891
156769 156768 87.908272
60057 60060 22.692705
156750 156767 63.167202
123245 123246 54.614953
123242 123240 32.055875
156769 152691 101.744846
82425 82696 5.516420
82696 82423 8.086936
82423 10179 80.563719
89987 105635 112.617677
105635 89981 72.803152
50957 89987 57.560391
89987 105625 320.759286
92013 85033 484.327450
6215 8372 351.779512
125011 125007 38.905730
125007 125004 49.612483
125004 124992 249.967561
124992 124972 161.322497
125015 125011 43.096473
125029 125026 50.408986
125028 125038 69.663748
125030 125028 56.875666
125028 125015 158.990895
125007 125026 269.954261
1520 86974 155.103021
86974 16853 21.490991
16853 16775 124.084908
16775 1521 39.489823
1521 8939 39.922222
8939 39559 23.380269
39559 111518 82.326795
111518 1519 73.641904
1508 2366 21.688154
2366 1520 78.465873
53380 53360 598.141351
68303 78978 129.582565
78978 51354 6.324868
152174 152187 41.892659
152187 152179 31.419701
82236 82237 19.953625
122239 67992 23.524707
64216 64217 18.643836
134707 134738 150.872885
2768 134738 10.802788
73022 90442 46.590181
72711 72721 19.759673
72745 72721 53.915613
72714 72711 20.233861
72711 72706 23.133121
116502 116500 16.430053
5932 6427 47.916345
6427 6437 448.559769
8588 8590 153.361984
2542 35493 106.069203
35493 35479 84.531998
35482 35476 12.251434
35476 112854 17.610006
112854 112853 74.728095
112853 107063 56.245088
107063 35481 60.541753
35479 35482 10.073605
82258 82322 4.556643
82322 82255 18.751405
62768 89439 180.050230
82276 82274 25.616859
82274 82273 2.888124
82273 82272 26.837802
82272 82283 52.012632
55539 60574 9.335817
130953 130961 62.175585
130961 59986 183.149167
59986 59985 17.146415
1154 107978 119.434627
107978 88928 10.704577
125067 125066 26.019278
125066 125065 10.447456
15223 15227 51.634599
89988 89989 100.898587
58380 58394 66.845487
58394 58393 4.282186
15222 15223 32.556287
15223 15240 126.071467
15214 15290 16.764007
15290 6524 439.468869
10273 93102 70.137761
81593 93715 458.911755
93715 70876 330.215642
70876 70891 221.267665
70891 81607 220.500021
25223 70952 252.386667
70952 70972 42.878644
70972 71302 372.643463
70879 93850 118.301142
93850 70971 279.284409
70971 71312 99.602161
71312 70893 114.353557
70893 70922 127.593259
70922 71010 619.045860
71010 84972 278.592149
84972 70889 272.534872
70889 70957 123.349255
70957 85008 109.163683
85008 85033 326.717664
85033 144338 14.850671
144338 85072 527.981053
135509 142078 9.685116
85132 6242 789.672175
85104 85110 473.918200
85110 85124 597.518110
85009 84991 260.155336
84991 85001 260.726104
85117 85113 60.958085
72517 72518 6.909536
85008 85003 180.534806
72047 84957 468.945877
84957 84952 255.741768
84952 85500 1282.470703
85500 85501 70.586091
84134 85060 299.552514
85060 85057 23.538628
85057 75433 325.069968
75433 85092 235.431915
93946 85057 234.216749
85057 85023 243.187683
85023 85021 29.847587
85021 71342 131.310769
71342 85010 210.762888
81384 85112 108.871242
72641 3095 10.052861
4407 148801 65.922984
148801 148797 51.097848
148797 148796 77.695198
84980 84982 104.598747
84982 84996 201.970506
66527 66529 366.902670
66529 84946 39.068346
84947 84941 72.556724
84941 66527 221.287050
74271 74282 183.118518
74282 74275 22.642415
70875 85052 722.308136
85052 85072 88.557247
85072 85095 240.848658
85095 85099 291.639595
85099 85104 284.369951
85104 85108 353.659465
148810 148819 55.275336
87079 84991 75.798841
84991 84987 58.384070
84987 84982 124.775956
148820 148862 97.846250
148862 90662 52.885597
74290 74312 171.645963
85023 85030 188.142038
85052 85079 255.765289
85085 85095 205.752014
148842 148858 69.190875
148859 148862 32.643475
148862 148864 25.600891
91457 148886 284.946579
84083 84951 127.376057
84948 84916 319.093401
85024 85028 257.879962
85028 85032 139.280600
85032 85043 188.773987
85000 70915 193.466514
70915 85028 222.461720
84952 84955 535.419836
84955 84956 159.138486
92807 125143 36.971049
84916 124129 132.919700
84906 25843 323.668739
148952 148962 38.771966
148962 148962 326.037207
84959 84972 474.665583
84972 84979 326.746446
85092 71418 390.509171
71418 85009 448.625059
85097 71376 439.283494
84979 71319 373.885114
71319 71312 591.498283
56060 102306 60.101949
102306 102305 9.704642
102305 56041 17.792768
56028 56060 737.952304
56028 56019 554.312929
25663 25647 1022.079420
56063 56067 78.207547
56019 56058 38.667625
56058 56063 135.418403
56063 56049 66.019925
4713 4715 53.105891
4715 137972 66.719537
137972 52482 38.213098
52482 15495 89.778301
15495 39108 45.589641
39108 138028 24.137788
138028 52486 19.515618
52486 4727 144.479252
4727 138158 100.836621
138158 104432 102.577885
104432 138111 57.156653
138111 4731 10.643446
4731 4736 286.555844
18612 18616 163.718324
38866 13468 17.887451
82168 47591 13.579998
47591 82165 26.154766
82165 38866 28.505350
38866 82168 13.062890
34257 149756 187.324588
34257 34265 18.628090
64651 23671 6.975520
33752 64229 3.816391
64600 64582 6.411346
64593 64600 3.290290
82109 82110 21.457015
64655 64651 6.792347
64600 64248 2.058391
8531 9691 27.383301
9691 9693 58.467476
64654 64652 3.759841
64607 64608 2.044611
64608 64263 2.602692
64592 64608 9.668879
64608 64654 26.490299
64659 64657 2.344036
64657 64652 4.598461
64652 64255 25.366098
64255 64577 14.909090
58272 58238 49.444575
58238 58231 33.037468
42298 67865 35.611966
67865 42305 165.489565
42305 42310 74.788398
42305 42316 111.198916
132241 132240 66.299490
132240 132226 545.908303
131984 131987 253.584726
132268 132262 333.907023
132262 132252 289.898554
132252 132246 364.571059
131945 131944 105.032263
131944 131941 217.612001
131941 131975 164.907159
104819 132263 35.680582
132279 132280 10.206087
104808 132251 48.307478
132280 132071 267.863580
132071 104831 673.516127
104831 104835 108.672228
104835 132182 207.925313
132182 104844 99.686706
104735 131941 86.495918
132027 132262 66.979237
131975 132246 46.828767
132246 132252 426.978076
132252 132251 218.450325
132251 132027 230.492592
132027 132263 234.379308
132263 132268 183.419476
132268 132272 46.520250
132272 132277 228.019853
132277 132279 218.758762
131987 132240 179.214104
132240 131945 30.117889
47644 1135 48.899680
6480 9702 37.009219
9702 9703 35.616739
9703 9704 29.938527
9704 9711 203.314423
6348 133379 11.100327
133379 103531 9.093553
103531 9272 366.534717
103495 121001 113.036284
13338 13359 126.051216
13359 134124 32.520058
134124 13404 10.838406
103529 103518 126.248929
37248 103545 58.476115
90044 103559 71.959812
13368 13373 38.175400
13373 9211 97.318513
9211 107131 36.330656
107131 107130 49.301117
107130 9207 80.867480
9209 13399 107.971156
56141 103518 32.450544
103518 103529 124.534989
103529 103543 30.605934
103478 103485 66.413640
131362 131367 74.420051
131364 131355 122.933889
131367 131613 514.563727
131613 130036 9.503960
130036 127099 794.382412
131315 131312 83.765328
110202 110199 98.461350
96081 110202 254.853527
110202 110182 532.684310
110243 110239 41.457062
110239 110239 380.023100
110177 110146 164.247651
15240 15320 14.311132
89433 123859 16.929878
123859 60809 308.585451
134740 134742 85.416630
4429 5410 87.095161
6233 3702 137.994841
15320 15324 27.911143
15340 15348 28.677833
15337 15324 34.821796
15324 15340 27.752970
15340 15342 24.713901
89875 144599 14.192902
144599 41127 66.633300
41127 150513 35.276915
70562 94702 191.029145
94702 120189 39.752490
120189 70559 46.575978
70559 70555 77.896573
70555 70554 27.149398
70554 120165 70.395434
120165 120160 27.081255
120160 70550 47.207128
70552 120136 76.860408
120136 70550 20.937096
70550 120133 29.133443
120133 74405 63.369262
74405 70547 5.434736
70554 94703 150.620539
94703 91432 151.931765
70559 70563 184.693965
70563 91432 158.076403
91432 3784 57.996448
6183 70571 13.052033
70571 8523 290.566022
53115 56076 34.129023
156794 71466 30.575099
71465 156778 106.414417
68389 68389 197.792512
145465 145474 62.117879
145473 145470 153.918252
74335 70502 4.235691
74337 74338 6.709843
74323 70502 15.575512
134743 122093 217.961342
122093 134747 18.017917
134747 134748 31.082043
134747 134749 49.654266
134749 134750 38.422727
134750 134751 41.787666
134749 134750 178.029394
134751 134757 242.779265
134751 134759 53.949173
134759 134760 60.157188
134760 134765 141.714656
134759 134760 153.330646
134774 122092 215.102640
67583 71467 107.010916
24083 31517 66.495482
149612 149624 325.941014
149854 16966 96.142450
50659 84356 15.176399
84356 50634 60.774410
50634 50685 8.744748
50685 116069 2.144988
116069 50605 54.205731
50605 50631 172.486683
77736 77734 13.817346
77684 77688 19.033950
65328 84980 446.716625
84980 60948 34.070665
77688 77758 32.535069
142015 142876 3.110741
77759 50678 15.236806
125409 142922 104.984217
142922 142923 58.265456
142923 142924 62.018683
142924 142926 130.097136
17355 17350 21.377666
72407 72405 3.571249
135786 134944 33.643469
120964 3285 28.079813
120967 120972 31.867683
65135 120961 3.896209
86050 120976 8.578912
120976 120972 31.726745
120972 120971 9.766179
120964 3285 36.065616
120962 121166 39.738551
121166 120967 70.963788
120967 67593 47.672494
1996 57551 119.099682
57551 149572 108.348281
149572 149570 29.635638
149570 149592 74.158284
149592 149578 17.656034
149578 149596 61.383509
149596 114420 2901.027923
119469 119500 781.754520
11932 11933 33.178284
11933 11934 31.233748
16966 16984 129.820579
18474 122194 9.502026
55170 55171 77.622435
55196 9047 41.707872
55202 55203 25.068476
55203 55194 14.120104
55194 55190 137.710708
55194 47592 62.978704
47592 55196 44.976578
4039 55170 95.953379
55170 55203 68.943922
4727 15357 48.918069
15357 6522 108.618726
6522 15342 63.814791
15342 6524 14.206383
137199 137193 9.098262
137201 137199 17.804932
6394 6396 16.873300
6396 6398 19.229915
6398 58323 347.855117
134883 134782 80.720858
108661 108671 16.883350
108672 108662 70.866864
33808 23564 6.596472
23564 69033 80.135065
69033 33819 3.813534
33819 52286 9.598619
52286 65912 25.377311
65912 33831 58.716800
33831 33832 27.538043
35493 35494 19.054899
134944 135264 12.600577
135264 134945 11.796288
35494 35498 11.235565
35499 35498 103.865430
35498 35476 87.610666
89686 89703 85.409769
89703 89733 123.164351
89733 89763 99.644936
89763 89778 103.154225
89762 89741 61.621477
89741 89728 39.745077
89728 89718 61.093773
89718 89717 53.465237
89717 89726 64.240482
89726 89727 69.637114
71467 63532 182.252731
31491 88955 81.569250
3217 46088 51.250741
46088 2403 41.122347
2403 45822 25.436340
45822 7905 28.469061
4355 9791 242.476536
9791 3217 251.914939
134795 134796 130.786642
15489 149644 127.854470
82502 82504 19.611080
81626 90003 369.260418
90003 81628 122.670982
81628 81459 182.680162
81459 81387 217.397863
81387 81384 109.341412
81384 81389 557.015860
81389 81404 95.883028
89990 138359 37.684571
138359 138367 46.916396
138367 138365 46.168186
138365 138363 47.290637
138363 114800 61.996950
114800 35801 34.032235
6247 90003 67.722958
3751 37580 9.009669
37580 20397 55.519570
20397 37581 19.394965
37581 82868 16.149992
82868 26358 114.197259
4397 120499 46.303225
120499 2504 18.145404
878 121179 23.125240
121179 88878 96.588121
88878 71467 140.228795
67718 88870 13.884898
89264 89270 22.058041
89264 89267 13.891605
89267 36545 27.069554
36545 81762 91.722385
81762 73025 129.324881
24083 89268 37.301800
36438 89257 14.362159
89257 36440 60.714781
31518 36437 117.456937
36440 89267 56.019121
89267 89270 9.612604
56986 56969 56.298963
56092 20876 22.366293
20876 20970 219.962830
31759 31765 238.655570
31765 21424 30.096981
145399 145400 163.918936
31759 21433 10.361605
4921 4923 101.107727
4923 13751 166.339346
13751 4935 394.424971
4935 4941 149.366300
4941 4942 27.476858
4463 44011 22.241944
44011 74381 17.898126
74381 74383 17.808509
56707 100500 46.206510
100500 56727 219.380966
56727 56724 82.104055
4915 4921 179.858907
4921 13760 195.857989
13760 65533 394.023491
60049 60048 46.430529
86147 36444 196.372556
1520 18766 106.857942
152475 152483 500.722175
72231 108711 76.772371
150510 41150 19.456981
41150 150513 45.533171
89726 89759 100.504046
89759 105846 9.147529
105846 105849 17.980059
105849 89771 38.762307
6091 6093 40.090578
6093 93275 10.373355
93275 5827 9.786018
5827 93276 12.840679
93276 93277 12.142799
93277 5828 11.054543
5828 93278 12.263510
93278 5829 16.901598
5829 917 10.364470
917 2786 73.150144
2786 2772 73.265360
2772 6091 30.077737
90583 90582 23.066671
90582 90581 123.995252
81618 86652 172.325529
85021 71397 114.685048
71397 86678 350.487436
86653 86668 354.536340
86668 86684 299.956328
84131 86675 315.905855
86667 86668 148.149665
86668 86662 306.299532
86684 86678 179.930599
1334 86653 56.617355
86653 86658 225.176778
86658 81618 93.273252
16754 66266 168.140174
16754 7168 50.441428
86328 134645 111.627283
134645 134677 18.849166
134677 86329 97.057485
56993 56932 5.214673
8389 140006 100.238959
33932 74594 11.154920
44157 57451 64.062445
57451 7876 67.984991
7876 142338 11.489869
142338 44156 175.488674
66169 37741 21.815075
6409 66191 292.199633
89444 60814 210.583426
80652 82408 100.807933
10178 80664 11.213466
5759 5760 10.403656
5760 5761 17.475972
5761 5762 16.122594
5762 134706 8.093413
134706 80678 52.344665
80664 10179 10.389149
10179 144284 6.587552
144284 82702 66.921324
82702 43388 5.060106
43388 80667 58.133386
80667 133874 78.756389
133874 82706 51.294468
82706 156850 34.631733
156850 108145 282.897286
108145 108147 5.890391
108147 67648 7.402684
50162 50203 109.754925
50203 956 20.915789
135887 136748 22.854466
136748 141489 31.797683
104492 136726 32.444840
136731 137345 92.417212
137345 136747 12.811245
114686 114697 73.280471
114697 114628 232.021587
114628 114560 153.872484
114560 114686 182.869198
114420 114425 25.884647
114425 114505 247.161427
23510 139816 207.767853
139816 139807 88.017241
139807 139794 30.043645
20521 145092 38.473313
145092 20523 35.842370
20524 20525 12.510478
20525 20535 15.527555
20535 145091 35.744168
145091 20528 8.539039
54321 54309 15.998733
54310 54308 15.949108
54308 11097 3.396732
54309 60229 1.447908
60229 11096 2.452940
8595 14214 8.505723
14214 8596 31.746239
8596 137271 21.183437
137271 8597 30.589935
32880 32853 233.985376
90597 90595 91.207709
761 763 578.417692
763 50306 272.128803
36445 131302 13.620686
131302 36447 25.831638
36447 36448 17.984269
36448 36449 21.523524
36449 36450 19.431139
36450 36445 30.256238
90599 90595 158.867196
36447 761 25.730492
761 36448 25.184172
90595 86808 205.886729
90600 90597 153.927604
73320 105233 2389.890245
105233 105153 1906.509394
105153 105133 555.758298
105133 86747 334.520236
86774 86767 212.833547
86770 86755 235.110068
86736 86783 881.136868
86777 86771 184.827600
86782 105254 217.176275
105254 86796 104.578816
86796 149957 383.091570
149957 86801 486.190895
86801 86754 677.771003
86754 86746 189.725702
90021 90024 51.710743
100442 100433 66.670285
17263 100817 67.490053
100817 17268 251.657616
17268 52199 120.949081
17268 17273 435.802720
17273 145155 29.263893
58362 58363 24.161654
58363 58367 54.724842
58367 65788 24.379834
65788 58370 86.507757
58370 70696 41.134611
70696 58374 69.447359
58374 58377 89.175726
58377 69007 22.355266
69007 3030 9.218681
58345 58380 544.521454
58346 23514 5.450315
23517 58348 8.538747
58343 58349 23.117732
23514 23515 36.146703
68942 58347 36.383612
58347 58345 2.515643
58363 33190 4.730516
33190 58364 6.123355
58348 58347 1.792453
58347 58346 1.753086
58349 65745 4.233002
65745 58353 13.275294
58353 58362 78.007577
35510 35511 8.593825
35511 34737 61.367447
31526 101517 221.785267
2148 21241 1069.314151
21241 22949 73.717998
22949 22950 22.582889
83949 90605 234.072897
90605 90609 208.626727
83943 90603 86.946790
90605 90603 24.146928
90603 90601 34.439740
98247 150026 35.371188
22945 21241 279.194732
105644 1599 163.240443
1599 4172 41.935990
4172 105662 142.946998
105662 4173 37.005272
4173 4176 242.026207
4176 96464 151.929320
8190 73745 19.954363
73745 73746 264.902689
6826 85222 20.756364
85222 73741 263.722826
4260 965 37.500178
974 4260 58.390616
970 974 90.696787
11272 56769 51.038434
56769 100440 101.288236
100440 9036 37.351683
9036 100434 124.052859
100434 3408 43.769391
5908 35808 155.682354
35808 35879 80.196881
35879 126817 18.623135
126817 4271 48.164074
4271 145055 62.713337
145055 138406 216.525997
138406 963 138.774509
3509 11272 37.196630
11280 3405 74.799537
86065 86063 23.967535
86063 8552 409.287130
8552 70686 91.038412
70686 57276 205.513560
57276 835 8.152174
835 57280 19.356413
57280 57278 3.664886
57278 70681 7.369391
70681 70687 58.974619
70687 837 32.257756
837 838 80.201256
838 839 64.071655
839 140580 20.160553
140580 140503 141.170726
140503 140513 20.551219
140513 140521 66.923856
140521 140523 14.959706
140523 33358 47.615457
33358 33383 251.275984
33383 33398 13.083405
963 964 148.006730
964 66645 191.485609
66645 4264 61.078442
57405 57408 62.405974
57408 133105 13.138856
133105 57410 6.496949
57410 57407 57.594543
57407 57405 18.947389
3409 7098 44.493045
7098 10497 298.564137
36784 36786 18.464927
36786 36787 5.447886
36787 36788 13.069822
36788 38903 12.028663
38903 36794 57.531738
36794 65999 10.356422
65999 24933 79.669030
11098 66371 52.449779
66371 66372 53.400367
66372 66373 32.084725
32921 32926 113.640522
45822 46103 17.827031
46103 45800 9.224005
96003 31855 21.775034
90618 90625 189.593370
1040 90618 152.148578
90618 86152 300.432032
71420 145345 193.786713
145345 71266 9.471400
71266 71379 559.060696
71379 71246 150.289493
71246 71290 194.561028
71290 71402 472.686574
71402 71279 329.186249
71279 47940 316.307421
87188 71285 176.188870
71285 75433 370.476212
75433 75435 229.292087
75431 130247 535.549674
130247 63505 264.074944
75430 113500 137.555676
113500 75431 91.655978
15923 15912 80.984723
70563 94711 53.847781
94711 94713 48.064269
70552 70555 96.821298
76551 65846 11.902870
65846 65847 2.441412
22614 6770 58.809424
22611 22614 21.381388
86974 4986 224.524888
4986 111534 25.653571
111534 4989 105.595904
4989 111544 48.253931
111544 4991 19.923573
9712 57770 42.196439
57770 9723 296.349732
9723 9725 40.446878
31737 31738 35.191065
57416 5907 57.790330
9325 9326 78.819917
9326 9328 70.999094
9328 100901 450.404870
100901 100901 207.496009
57416 9325 141.075497
26881 26900 10.006169
26900 26892 44.685654
56347 143426 2.958988
143426 56371 21.255578
56371 56362 82.025865
56362 88057 107.830925
4569 10769 268.176035
10769 9135 191.721962
35527 35528 10.424515
35528 35529 10.584533
35529 34780 120.636156
15357 39109 119.041242
39109 15369 83.170648
15369 15374 79.176233
15374 15380 113.949302
15380 15403 9.981664
34813 35540 7.267046
9314 9315 34.890349
9315 136546 25.624796
136546 9317 126.244794
4992 34510 9.635557
34510 34588 154.468817
34588 3966 145.542531
34713 34779 18.969942
34779 34780 16.602564
34779 34782 27.929242
34782 34784 46.364925
86032 133054 75.678984
133054 136393 147.217217
136393 15048 48.918009
15048 86028 77.519790
86028 117663 23.790741
117663 12715 72.279654
12715 14283 24.923607
14283 70836 24.384277
70836 70835 47.915760
34782 34787 27.392813
135037 135045 80.872741
135029 135022 18.770092
133005 135037 26.001861
133002 135024 4.716209
135024 135043 31.887191
135036 142862 3.000217
142862 135029 61.589166
135029 135032 10.655920
135032 135038 8.773783
135024 135032 62.134533
81654 81649 76.238928
66585 6830 200.291124
152943 152939 28.441814
152939 152936 22.996698
5001 4999 70.809638
4999 36953 42.201666
36953 86070 9.483743
1528 74275 310.557828
74275 1040 57.910869
1040 1523 380.608602
1523 86146 27.426601
14275 14280 82.541019
14280 14283 13.065745
14283 15015 74.581742
15015 117686 139.690783
117686 45998 109.850439
45998 14290 251.637709
14290 14292 10.759961
14292 14294 17.219519
14294 14299 68.548504
120991 51895 3.522360
120998 51859 4.590789
67722 120984 129.340214
120998 120997 13.180877
51875 120986 2.090860
51910 121000 5.710662
51857 120990 3.358344
51881 120998 4.715800
120987 51897 2.052815
67722 121000 7.539161
121000 51890 4.001305
120982 120983 7.404003
120983 120998 90.284424
120980 120986 61.436730
120986 120987 3.442717
120987 120988 38.634836
120989 120984 5.996179
120984 120982 16.506822
120982 120980 29.733924
120980 120978 38.738500
120995 120997 3.836013
120997 120990 15.621693
120990 120991 3.808782
120991 120995 7.206552
41148 67616 3.325490
67616 41150 172.808496
20525 145015 45.305835
145015 20526 32.310030
20526 20527 32.743784
20547 20535 100.243838
20532 20548 75.962105
1051 5005 98.678956
5005 5010 357.372217
71168 86382 37.568125
86382 71166 131.836607
71166 71174 310.880829
97554 95783 383.071723
5005 5021 182.979057
137539 137545 56.638984
71167 86365 175.912212
86365 71165 121.931348
71165 71164 228.714835
71164 86332 276.756401
97231 91442 1215.245062
138113 138101 45.743762
138149 104432 21.511593
138157 138158 45.218355
138111 138116 34.391766
138109 138144 52.216509
138106 138121 35.941324
138153 138144 40.297798
20532 20547 38.830367
20547 20528 141.888301
77615 145099 4.318263
145099 145098 27.446914
145098 77612 4.228829
77612 145021 21.727258
145021 145012 35.827182
5897 5900 345.894659
22972 2134 581.753661
96843 96848 261.493183
123601 123584 589.164268
123584 123572 199.358723
5022 5025 169.861282
5025 5026 32.503756
5026 58997 292.411505
58997 5046 446.868048
5046 133340 12.070059
133340 4670 110.298882
123592 123584 20.141389
123584 123579 26.441082
123579 123570 51.866983
56407 56394 211.220050
56394 150687 275.856795
150687 56391 48.526609
56391 117788 129.144310
56391 56434 180.932606
56434 82078 183.513895
89831 89845 175.110460
5907 108063 7.551005
6116 2375 123.598067
2375 116463 52.069340
116463 4645 75.018523
4645 6120 49.335575
122820 122801 126.383615
117174 122842 4.989514
122842 122828 47.791974
122808 122854 338.839830
134628 134637 43.872758
134637 134632 26.628124
4585 53898 136.136513
53898 5315 447.160112
5315 7994 258.869397
5904 9343 277.417550
