['./prepVladGraph2012.py', 'links.txt']
121003 122085 9.832685
122085 121004 7.635356
88902 121003 48.155561
67732 121002 124.748256
121002 121015 6.609007
121015 121008 12.644949
121008 121012 10.193761
121012 133882 6.031588
133882 134687 80.804400
134687 121016 108.106222
121016 134691 75.831331
134691 134695 43.962349
134695 133892 88.022268
133892 133877 252.713751
133877 70616 7.559091
70616 133874 10.771143
121107 16337 21.120357
16860 121021 12.047774
121021 122200 20.699569
122200 121018 26.267507
121018 122196 9.702050
122196 121019 7.986982
121019 121020 20.457516
16859 121021 25.973348
16858 16859 11.530502
2371 1515 35.853808
18769 2371 29.773180
1513 18769 30.927357
88541 88316 246.213675
73754 5068 1339.288365
10122 51881 92.472917
51881 51859 4.270968
51859 10125 67.084935
10125 10126 27.304390
10126 10127 6.112434
10127 51857 3.316516
51857 51895 3.626046
51895 10128 1.828489
10128 51835 6.716372
51835 10129 4.377337
10129 50864 23.399418
50864 10130 11.356500
10130 10131 30.893037
10131 120983 3.486635
120983 10122 3.393498
134199 134176 1.154593
134197 134199 141.897876
134199 134203 271.084488
134203 134205 197.701922
1528 4020 32.791923
4020 41168 355.826481
41168 25146 78.604313
25146 90026 50.018579
90026 25138 10.240275
25138 25145 32.755267
25145 885 18.450759
89317 100114 248.849389
100114 6292 65.768525
7169 122152 64.860517
87005 7169 52.634041
23014 23015 29.866765
23015 23016 24.747202
23018 67645 41.468984
67645 67573 8.763642
143133 143134 41.143632
10191 23788 65.914573
23788 23792 9.961589
23792 23798 19.473423
23798 23797 19.121838
23797 23806 33.641224
23019 23020 7.391067
23021 121173 7.714747
23020 23022 5.420410
23022 23021 5.669575
23023 23023 611.144700
23041 23012 30.303430
23012 23015 15.499624
23015 72408 90.694472
72408 23043 70.503197
121024 1513 25.282815
121025 1512 42.622462
18766 121025 40.776025
121026 121143 33.333645
121143 121027 12.835177
18481 121029 76.805491
121029 121030 27.011507
121030 121031 29.443221
23048 23048 721.473161
59036 136524 17.940944
136524 136524 178.618246
3506 156868 97.167422
156868 121599 6.586917
121599 121603 70.195581
5986 84550 52.569198
84550 1020 75.480055
23081 23082 24.610179
23022 23083 9.391647
32854 32858 148.243857
32858 32860 68.553755
32860 110567 171.868125
110567 32865 16.602810
32865 110007 230.070341
110007 32871 5.671378
32871 32877 261.577074
23121 23122 20.380056
23122 122141 1054.095960
122141 23121 21.379450
32871 32878 26.117084
32878 32879 44.515140
32879 32880 41.690120
32880 32851 201.727904
32878 32880 51.176730
11418 11420 124.603309
11420 148852 498.809766
148852 11428 110.987587
33398 46839 6.564861
46839 33401 89.549168
33401 33403 69.027076
33403 33404 35.503188
32879 110027 12.409363
110027 32841 237.713788
4428 11440 718.161119
32865 32897 89.619522
32897 109680 151.027748
109680 109660 146.701850
2284 2287 28.538684
32897 110538 260.325438
32897 32916 128.874627
91467 91465 88.190394
91465 91461 130.596083
121030 121102 35.244298
121102 121492 31.554936
121492 121033 9.578801
121029 121109 69.007955
121109 121035 16.009881
85547 85548 154.045528
85491 41625 608.649439
84133 84135 119.843242
84135 85534 80.947785
85534 85530 74.628282
85530 71314 521.714536
71314 85520 187.055912
23224 23231 410.741508
23231 23237 150.575544
23237 23224 415.418353
96408 96417 105.754422
96417 96406 28.541683
70977 85501 23.171437
85501 85506 240.388798
85506 84955 190.614216
85595 81473 54.201453
81473 85592 51.768570
85592 81464 63.181399
81464 85587 15.885599
85587 71379 102.427336
71379 85581 60.137466
85581 85569 205.492579
33024 33030 199.472533
33030 33033 156.945610
33033 33035 85.824726
81444 85567 158.676263
85567 85585 575.768449
85506 84956 150.509578
84956 72070 148.868424
72070 70948 462.269867
85554 85556 157.263532
33001 32999 23.631123
85576 85570 44.595477
33022 85458 24.410121
85474 32739 983.095416
85560 85563 77.219441
85563 71290 81.317585
33016 33010 49.465547
75435 85538 144.000567
33003 33005 69.278055
33006 33008 35.073418
84139 85534 112.471712
33041 33045 138.680368
81466 85595 149.765741
85595 85596 33.329449
84136 85530 186.758407
80640 80642 13.760339
81427 91391 288.586545
91391 75435 315.440101
75435 85541 71.281412
85541 85542 126.472218
85542 85544 145.309079
85544 85560 432.634113
85592 81461 148.271091
81461 85576 274.644521
85576 85573 57.117481
82414 143457 2.055917
143457 125616 34.979011
25940 26717 7.062892
26717 26721 107.554513
47829 47834 143.812127
47834 141483 108.076129
141483 47838 86.381249
47834 47828 37.110608
47828 47840 15.931535
47840 142100 18.214107
142100 47848 14.304647
47848 142081 18.269611
142081 135523 48.242059
135523 104498 15.902996
104498 47853 5.890152
85585 85581 187.938033
85581 81455 144.707404
81455 85563 198.645532
85563 85553 214.136517
6026 121616 117.857330
121616 121615 285.863278
121615 121616 49.316176
121615 121619 72.916573
9030 121622 78.387717
121622 81808 121.165468
81808 121628 11.253244
121628 121634 18.615614
121634 121622 101.759835
121628 121631 99.749161
121631 121634 108.060042
121631 121637 12.914061
121637 121636 43.732752
121637 121638 64.533675
4207 4209 138.925531
4209 4210 144.973420
4210 4212 153.228953
4212 140754 336.685664
140754 140752 82.150975
140752 140750 235.968769
140750 4219 152.111536
4219 51956 91.758035
51956 4220 7.377411
4220 103124 220.169283
103124 130948 57.429484
130948 136282 403.890554
136282 11579 105.515368
11579 38617 33.279304
38617 96464 205.330282
74785 23328 10.367571
23328 74772 36.151301
74777 74776 3.117356
74776 74753 80.390430
74781 23331 175.296187
56450 56444 173.246708
56447 91649 142.666447
91649 56450 19.877171
91951 91940 13.248677
91991 91969 29.320075
91969 91954 16.176576
91974 91951 32.755063
60000 91638 27.632018
91940 91881 48.881673
91881 91773 70.010921
91638 91649 53.293448
91954 91931 53.520478
4789 91881 254.604997
92508 89481 35.782757
89481 89486 21.696739
89484 89481 165.855829
50012 101145 171.404268
101145 50019 293.371668
50019 101168 38.174884
9515 9517 40.517133
9517 50012 136.227805
50012 50020 198.192196
50020 101151 20.258511
101151 50019 324.794106
35309 35311 46.356165
35312 35314 40.437074
5717 5718 70.096543
5718 5724 223.448650
5724 5717 102.391695
139472 139474 21.751621
139476 139551 18.798559
135058 93812 39.926441
135058 135060 51.305914
76463 137127 24.915709
137127 135505 15.915550
135504 135505 7.737624
135516 137829 13.840326
135556 135523 21.857676
135516 135540 11.699504
135573 135549 30.542209
104490 135507 25.322789
135549 135526 9.707687
125370 5718 51.713885
5718 5729 20.727138
5729 134879 2.026712
134879 5725 3.415265
5725 921 95.862740
135476 135579 13.892895
135572 135580 35.839557
135540 135541 23.903566
4229 67460 94.346181
67460 4237 316.637181
4237 4238 31.791776
4238 138354 46.272854
138354 138356 45.314633
138356 4240 45.858299
4240 4242 142.796289
4242 140753 13.472571
140753 140751 84.692993
140751 140749 236.754470
140749 138376 32.128087
138376 140748 131.200172
140748 140763 4.358756
140763 140765 49.296263
140765 4270 35.097762
4270 140747 12.875429
140747 4267 466.249159
4267 46838 18.933364
135495 135506 22.290488
135541 135542 8.212123
135542 47823 11.058459
135497 104498 95.411127
135494 135497 17.412479
135499 135503 9.045802
135503 135504 14.112710
5729 6095 37.623294
6095 5731 37.945363
5731 6101 39.744656
6101 5733 35.059753
5733 5737 141.276046
135526 135540 43.092400
135540 135570 37.436833
135578 135543 52.103432
135543 135509 30.332114
135509 135499 31.834918
135499 135496 11.431630
135496 137317 43.418964
137317 135488 5.688412
135488 142974 3.599462
142974 137298 88.431228
137298 137296 20.609202
137296 137299 38.898681
137299 137302 35.170868
137302 142975 52.715129
142975 137315 3.519104
137315 137318 6.672104
47823 135543 11.149139
135543 47824 3.348943
47824 142103 107.143183
142103 47828 34.635363
135579 135572 32.777200
135572 135556 45.144440
135556 137342 63.570524
137342 135579 46.999817
5598 2535 43.354517
2535 3935 83.590388
10383 143452 1219.633110
136546 136552 84.778271
9315 136551 83.560999
136548 136550 48.607667
136554 136557 34.149652
59986 136545 50.160536
136542 136539 68.252319
3405 35777 47.269952
35777 5908 161.724700
2513 90556 81.086081
3165 4484 55.668094
2588 3165 54.360723
2274 22645 369.735366
22645 2750 51.606904
10278 102504 792.679715
102504 101839 85.331025
101839 32176 2103.082082
32176 109355 34.431262
109355 54466 263.527046
54466 10321 972.466401
10321 83301 974.218841
83301 83346 305.294166
83346 110372 433.290926
110372 103042 1.159696
103042 103044 100.500382
103044 115434 1411.730390
115434 145144 570.243554
145144 115528 38.041198
115528 92956 187.259502
92956 10364 516.423233
10364 94894 862.133157
94894 10372 43.421873
10372 115793 180.851041
115793 18053 62.643361
18053 10274 176.540475
22645 22888 24.562240
22888 22657 116.289591
1154 1155 258.174762
107949 107950 14.788607
107950 107951 15.634639
107951 107952 10.250015
67612 67613 121.700847
67613 67616 65.465439
67616 67638 274.747940
67638 67736 654.863022
134707 134710 288.814533
134710 134711 63.093972
17567 89598 140.342071
89598 82396 8.899928
82396 31723 15.765858
19311 19314 83.003397
3014 22611 11.466410
97129 123214 28.011204
123214 97121 32.765447
97121 32023 49.240575
32023 32024 6.921771
32005 97129 210.132751
32024 32025 21.188332
97129 97130 30.291700
82410 82403 18.508751
97032 97049 98.562212
97049 59262 198.942533
31926 97021 246.628413
97021 96984 151.239875
96984 109173 715.075078
82417 82410 11.281716
7875 142336 11.022774
142336 78959 156.298317
78934 90589 164.780282
82421 82572 2.352780
82572 82414 4.004048
82414 2290 6.794880
59075 59106 16.054816
59058 59059 8.831286
59093 59089 49.953872
31897 59098 33.720045
59098 59106 40.091818
59106 59107 24.830276
59107 59119 60.180577
59119 59093 27.378058
59093 59072 5.502589
59072 59079 25.928563
59079 59075 67.428095
59075 59098 50.334535
117595 59162 35.527870
59141 59128 10.215890
59128 59119 1.927436
59157 59141 30.465411
59141 59151 6.404984
59079 59063 6.021660
59063 59058 12.910890
59058 59059 19.547793
59059 59063 11.302083
94841 91022 584.643545
91022 91064 255.219165
8450 91092 60.640157
62862 62861 48.440645
91022 8450 297.189820
143894 143901 36.647037
143901 143903 113.117844
143903 143904 44.910301
143903 143906 81.643717
143901 143910 56.110307
6591 6927 36.574871
6927 6928 30.037090
6928 6934 207.467530
6934 6982 83.812615
6982 104162 156.788325
104162 6951 189.224711
6951 6963 182.842069
6963 6927 249.504711
6934 6982 104.975012
6771 35641 31.904875
35641 2546 331.977425
143892 143877 106.495980
81828 81875 118.269573
81875 6898 261.615169
6898 6900 80.408040
6900 6903 204.755323
6903 6905 184.926674
6905 81994 365.419057
81994 55498 254.353444
55498 55493 286.657768
6871 100809 178.765865
100809 100818 138.957304
100818 17263 40.620605
17263 100835 92.195328
6928 6951 39.437233
3277 3234 29.937163
3234 3236 47.814763
3236 3237 27.849192
3237 3277 46.107932
965 46838 8.622262
46838 59985 41.250832
59985 970 44.873678
64914 64903 451.020474
4271 35864 14.180165
35864 138397 7.866019
138397 138372 79.704109
138372 138369 9.499210
138369 138381 7.377062
138381 138362 107.195524
138362 89990 81.569388
89990 4242 117.019682
125482 125483 6.497997
125467 125482 116.968912
125482 125493 131.534862
125493 124833 251.000777
124824 127204 96.842758
127204 125473 306.237284
124836 124835 14.396578
124835 124833 19.755905
88554 88553 13.875090
10273 130841 130.068021
130841 95003 305.695625
95003 130873 443.388429
130873 13416 30.419403
13416 10246 1042.944364
10246 13410 1108.753367
13410 13409 37.728639
13409 10225 585.773785
10225 6675 114.798580
121639 121641 65.956580
121641 121643 60.003894
121643 121644 57.295116
33401 43795 238.506688
59072 59187 13.527549
59181 59166 172.231575
59187 59171 17.317234
103927 103954 161.397731
103897 103881 106.131286
104038 104032 12.602061
104032 104032 137.827185
40145 40146 40.054089
40146 40152 191.383241
40152 40163 333.302714
2270 22883 200.959199
104103 40146 39.597363
90640 104103 133.972542
104103 40145 21.074921
104060 103993 276.576266
103993 103993 115.278599
104044 112448 264.205279
112448 103938 127.206399
103938 103913 97.093074
103993 103927 197.437341
103927 103937 349.394764
103771 103964 223.986569
103733 103907 867.470694
63134 103791 404.399638
103938 103953 24.733353
103953 103970 26.433802
4264 965 33.233558
142902 2452 40.282255
4260 4264 35.588612
51998 87125 73.192228
43396 86538 60.899979
87167 89238 163.003154
23454 89553 296.589708
36449 131295 23.234276
131295 36450 23.445230
131304 131302 24.314541
5913 5912 131.318961
5912 7384 20.967268
7384 89988 7.110594
89988 4209 218.470440
131304 118260 34.575658
118260 118116 270.602364
116190 15815 93.329561
15815 42281 67.338435
42281 15833 79.929277
15833 116338 237.147474
116188 68524 110.413118
68524 852 188.745987
852 8670 106.386278
8670 22941 83.127221
4536 4516 714.078945
4516 4513 82.807632
80596 77645 10.073629
143840 143837 11.709370
62337 62323 82.632557
62323 62319 48.108228
62319 62313 121.203668
62313 62302 205.921981
62335 62337 8.095608
62337 62347 120.719918
5987 937 48.793252
964 35975 9.848935
35975 9314 97.998256
9314 140761 25.320290
140761 140768 36.614371
140768 140771 78.579652
140771 4270 5.825569
5752 133873 3.736423
133873 12568 10.557248
12568 5753 23.286390
5753 5762 20.226856
110666 110719 147.071062
110663 110666 21.266681
110666 110685 24.059968
110685 110669 43.352822
110745 110774 143.709961
110731 110759 52.860258
110759 110728 53.836911
110899 110969 106.044456
110969 110955 139.337939
110788 110707 279.479952
110707 32726 32.326428
110759 110717 150.061721
110717 110707 17.026665
110951 110899 188.504467
110899 110888 40.972754
110685 110731 136.486619
110731 110728 10.925579
110728 110719 10.015783
110719 110713 4.087937
110713 110698 19.771913
109642 109635 21.122678
109635 109631 348.655988
109631 109642 61.548922
110976 110969 206.979408
110969 111006 130.787490
110567 110601 155.605865
109660 109642 55.185893
31613 79346 34.803937
32661 32755 660.642354
61368 110951 65.059854
110951 110921 61.231665
110713 110717 53.446971
5754 133871 5.333642
133871 134704 18.460214
134704 5759 25.180843
98608 88416 101.089184
83504 83501 28.683583
66587 83495 15.399806
83495 83499 47.399889
83499 96406 14.482858
96406 6830 54.778571
62369 74742 10.546215
74742 62366 4.228014
62366 157074 11.776118
157074 60053 76.855312
60053 62378 33.556809
66372 66367 13.746272
66367 66366 13.418318
112746 112755 38.275323
20404 20405 72.960695
12281 117146 14.431028
117146 117146 177.114044
18665 14036 65.072973
83536 83526 246.336389
24086 24087 215.759499
53985 53839 104.770396
53987 53985 11.596703
56426 82075 119.703860
2428 120613 11.023596
120613 2434 53.832831
2434 5737 159.640551
5737 9062 14.814540
9062 86637 86.570471
71414 106351 404.089857
120585 134871 70.655051
134871 120585 72.372654
134871 134878 13.316861
134878 134879 28.813255
130948 121646 21.945495
94702 94700 62.732398
89948 152174 146.809008
152174 89951 145.885324
89951 5086 103.059301
31463 97548 589.657434
97548 97588 122.922971
97588 97511 54.326514
97511 31476 138.755573
31476 31480 189.568095
31480 95765 91.246901
106501 111087 38.604203
111087 111092 28.823348
86473 141981 48.689612
141981 47877 79.524652
47877 141935 60.502526
141935 138615 159.889175
138615 47868 149.267534
38859 39723 100.877087
39723 149728 106.758148
149728 38862 53.106328
89951 89942 213.167508
89942 5088 109.328678
5088 65378 88.596999
65378 5093 254.567904
39944 39941 87.947735
3286 56649 76.477069
56649 89732 101.099108
89732 2389 105.811881
114184 114185 39.247308
14721 114185 2.199256
114185 114833 62.106672
114833 114191 10.318497
57958 149725 27.213460
98917 98908 50.390171
98908 84043 12.628391
149734 149735 78.561588
149735 149736 36.620023
149738 39723 122.676216
94703 94709 116.755568
135609 135613 17.133010
114790 114221 350.196130
114221 114833 4.891783
114833 114244 19.243422
114244 114832 34.847937
114832 14710 120.812110
14710 114831 82.522525
114831 14700 108.873183
14700 100446 181.365565
100446 114820 60.530114
114820 114814 36.382145
31877 59466 75.749763
59466 31889 89.728492
31877 31913 85.888544
31913 31926 148.940752
149682 144217 175.687040
149682 149689 87.386135
149689 149692 24.011154
149692 149673 7.379950
149689 149703 85.496429
149704 149692 193.719579
22531 22533 23.569395
56719 56773 351.688056
56773 114219 45.898478
114219 56778 6.681263
121227 121039 113.117710
121054 121050 95.900695
121050 121046 177.528093
121046 121044 58.766758
121044 121120 120.415481
121120 121238 59.848069
121238 121056 212.143525
121056 121044 113.377867
121056 16857 130.449062
121022 121238 10.526346
121238 121070 10.228731
6622 6613 113.131197
59280 97066 144.490415
97066 97089 153.228364
133727 133732 51.278111
148693 135867 9.766237
916 2773 11.999666
2773 2786 84.680884
2786 917 73.150144
86998 91455 112.747839
91455 140349 12.056474
140349 91454 8.892478
3428 3975 34.568252
9628 125426 13.131070
125426 125431 162.107319
125426 125432 21.005292
125432 125422 82.465319
125421 6060 72.013713
8514 7782 651.478451
8514 87578 76.761540
7779 7739 610.805437
7739 7740 1846.361856
7740 87595 10.236542
87595 71039 315.392378
9195 133825 27.660531
7848 142146 2.178083
142146 142920 1.756709
142920 142142 17.541815
142142 34823 16.843976
34823 34821 39.750454
34821 34818 53.801194
34818 142133 12.531197
142133 142130 3.505853
34818 34834 27.364759
34836 143580 22.185032
143580 143589 7.415563
143589 142145 3.626738
54345 106985 289.745030
106985 9085 260.022110
9085 8604 227.364768
9091 9092 128.781096
4025 4030 208.671484
34801 34785 43.896976
34785 34813 32.907535
34813 34816 30.839488
31889 31893 27.827027
31926 59262 161.629273
59262 59280 3.536692
59280 59274 1.221971
59388 59166 440.056740
59262 59388 187.456210
59388 59391 2.239922
19112 19113 27.872361
19116 19115 101.403056
134880 135267 4.193192
135267 134881 4.399971
134882 135273 10.544869
135273 135786 890.017625
134883 135278 4.007398
135278 134884 3.655178
59908 59932 8.847125
59932 59895 45.770006
59895 59838 38.743693
59838 59908 38.536700
1156 9094 52.463125
9095 43388 7.618990
43388 109263 9.062610
135060 9153 206.469160
9153 868 400.324288
142826 142832 5.015791
142832 80652 38.850383
80652 9097 45.566274
114208 114202 10.958722
114202 114204 41.673306
114204 114203 67.107249
114203 114834 41.345021
114834 114205 7.554785
114203 56773 74.768174
1201 1202 104.593414
1202 9098 144.932322
118932 859 33.435246
859 9161 424.578919
118934 118932 11.512777
118936 118943 90.065031
19121 19112 48.092968
19125 19130 65.536498
19130 19136 120.482887
19136 19115 54.618887
19115 19139 35.381654
19141 19136 295.352629
19154 19155 7.180115
83552 83556 80.360830
83556 83881 558.216805
83881 83885 236.251998
83885 83899 515.236251
83899 152327 2101.914695
152327 85936 25.058663
83556 83551 136.402641
83594 83591 56.538076
113532 83647 60.480245
83643 83642 9.886275
83565 83563 8.840166
83666 83662 36.084478
83640 83643 35.768050
83643 83647 25.166623
83647 83898 231.864092
83898 83594 839.136401
83594 83565 444.429292
83563 83556 190.105718
866 9100 42.329463
9100 104597 196.493003
104597 9108 333.900612
9108 9109 83.775926
23041 74785 42.524933
19167 19172 78.581747
19172 19116 238.137984
19116 19190 114.650737
16277 16285 135.263720
16285 16286 28.869154
88928 120696 54.705591
120696 2627 67.318210
19192 19191 191.565873
16285 10018 262.340519
143376 143377 7.896359
143382 143384 8.185227
143384 143380 66.530364
91279 91276 165.044271
143408 143397 25.062094
35482 112854 21.927811
139997 139999 101.130396
139999 140000 37.817736
139999 140003 47.289781
140003 140005 28.636342
140006 140008 63.629983
112822 112853 20.199923
112853 112855 10.557855
1163 118632 176.529127
118632 120111 12.872403
120111 24779 139.637786
9127 5101 240.735644
5101 65409 151.062335
65409 9121 55.987387
6783 114202 150.942482
114202 114834 70.015993
114834 114245 47.152191
114245 114219 46.938368
114219 114237 40.640602
5098 9130 142.845089
107059 107063 16.830888
107053 107049 4.331887
107049 107042 17.907042
111470 86973 12.726098
8645 8657 36.700590
8657 82222 28.176612
82222 8649 62.899107
80567 80566 4.150868
80585 80575 47.634717
80564 82704 4.305709
80575 82133 62.525141
82133 82129 3.931708
82129 125621 19.773671
125621 82110 11.159722
80577 80572 9.407745
80563 80556 23.857944
80556 125623 45.146566
125623 80551 12.576794
87186 123247 21.586216
112435 82103 50.585237
1125 89598 44.962030
114184 114221 35.815051
143910 144152 121.856212
96417 96416 121.292456
16552 16553 11.016145
37018 6651 8.487686
6651 95923 11.021471
95923 3498 35.586565
3498 21921 37.843740
21921 3502 153.706959
3509 123240 53.779556
123240 3494 21.044816
3494 123243 169.359816
123243 123244 58.181887
37575 95934 94.163107
16557 16587 126.813684
16587 16561 29.520913
16561 16591 32.109979
16591 55942 170.682097
35318 35319 11.624368
23621 24057 24.125926
24057 23623 118.893687
35318 35322 16.571418
35322 35481 101.327381
50983 50990 72.015160
50990 4855 36.161141
4855 115992 37.406864
115992 115991 10.331118
115991 120048 6.690491
120048 120039 33.213635
120039 50981 72.870063
9134 850 47.996092
35319 35321 15.828251
35321 35322 10.651185
108910 139708 28.655500
32524 32534 267.261851
32534 32535 33.890758
39561 39559 49.176122
140006 86998 74.987333
140176 140179 56.856837
140179 8389 32.375465
10072 140176 30.295312
81685 122152 192.204221
59902 81685 190.278672
36438 89264 27.550196
5094 63283 28.996318
63283 63397 10.080229
63397 5095 18.971087
5095 33776 31.325169
33776 5096 16.250138
5096 5088 128.380247
80483 36539 48.170591
77678 77676 5.074116
77676 77674 7.818691
77674 77673 4.347918
77716 77715 5.627754
84356 77669 8.539755
77676 50600 7.907042
77702 77701 1.479287
84368 84369 5.008435
84369 89643 54.446605
77701 77700 6.214501
77715 77710 26.715728
77710 81774 40.511727
81774 81772 44.820115
142150 142918 3.817912
142918 12551 8.658782
77697 77702 18.756500
77702 77717 57.750253
84361 77684 10.393703
77695 77691 23.040042
77700 77699 6.255922
77699 77696 22.029304
77696 77695 2.759769
77710 77696 59.513373
77696 77678 34.035882
77686 84361 2.725955
84361 77720 155.709398
135838 135676 10.690410
135841 135842 21.817972
47868 47870 32.531564
47870 47872 65.957317
47872 142035 51.804390
142035 141933 46.685969
141933 142104 16.978372
142104 142108 70.060140
142108 137642 56.455771
137642 47877 34.551664
135843 135842 16.547677
135831 135839 62.884426
135839 135841 14.872225
135840 135955 18.720429
141892 141893 5.528182
141893 141896 42.436552
4516 23414 414.965403
135603 135609 2.146335
89545 1126 7.416548
89540 89543 7.254923
89539 89540 10.163541
125454 80644 42.292454
123248 87186 26.193820
135601 135599 4.871212
89542 108715 10.786936
139979 139850 435.887749
139850 90054 87.600307
135600 135601 6.170908
135601 135611 27.334093
135611 135618 44.342168
8363 139948 139.657771
135570 136199 129.123233
136199 136204 23.163137
136204 136212 10.081719
136212 136214 4.135707
139904 139969 171.357299
8364 139990 197.932806
67675 67655 88.994153
67655 67648 96.922301
67648 17785 7.928903
17785 67646 4.394946
67646 67651 130.844569
67651 67654 61.991074
67598 67593 7.943876
67593 69628 2.736961
69628 120976 9.955464
120976 67637 164.138417
67637 67643 144.987157
67643 67645 58.531977
67645 67698 104.269745
67698 67704 22.274428
67704 67685 76.660076
67685 67669 128.293526
67719 67717 7.856460
67717 71468 5.627586
71468 67721 103.111298
67721 67733 138.460009
67733 51865 86.589913
51865 67738 31.857246
67738 67722 85.176777
67729 67734 18.005771
67669 67668 6.937339
67711 67709 5.833813
67731 67726 16.927785
3285 89171 25.422829
67656 67654 9.122350
67738 67731 27.207176
67706 67705 7.931369
67705 67704 8.881520
67679 67686 9.824938
67701 67698 5.830806
67680 67682 7.765168
67717 67714 6.949713
67686 67696 9.242626
67677 67675 9.931503
67713 67706 25.010397
67706 67701 8.370128
67678 67679 11.958281
67679 67680 9.012647
67604 69629 5.191972
69629 67598 13.888643
67668 67657 17.732537
67657 67656 16.828667
67657 67678 26.270189
67678 67677 20.907153
67714 67713 23.437147
67713 67711 8.213180
100844 100847 159.276116
67614 67609 60.901779
67609 67604 4.587025
67604 90160 130.276909
90160 67612 19.906167
67712 67764 140.861135
67684 67696 24.233001
67696 67720 57.151657
67720 67732 41.300536
67709 67712 2.430179
67712 67703 122.938126
67703 67684 80.686825
67684 67682 2.635178
72947 88507 651.429556
88507 72966 943.831448
72966 72974 231.457910
10374 32159 1286.723729
32160 32167 852.290991
32167 32159 836.083081
32176 83231 238.508910
10321 32184 113.002453
32184 32201 794.888317
32201 32206 87.279821
32206 32208 55.262144
32206 32201 176.131874
32226 32208 182.212092
32208 32226 10.243850
135083 135084 16.499371
134234 134225 37.509680
134218 134220 2.679189
1129 134218 10.495908
134220 134229 14.018258
114231 114236 65.526550
114814 114829 7.284005
114829 100457 340.247264
100457 114231 136.941777
114236 114237 5.217188
80248 70907 267.579821
70853 70985 34.487309
70985 70888 58.739760
70888 70876 280.371464
80109 80086 140.332304
80086 80075 476.408714
94754 94752 4.179347
94750 94749 3.327744
94752 94750 14.183235
94749 94719 8.175602
94725 94734 44.055622
94734 94735 5.321324
1190 133753 19.196255
133753 133661 114.491057
133661 133758 147.431823
133758 9182 54.317538
139729 139730 14.693998
139726 139729 14.286789
139720 139719 7.206292
139732 33933 21.280729
96421 96423 158.450702
139716 139719 44.850272
139719 139726 17.397435
139725 139720 82.036116
139720 139718 12.832620
1050 96271 232.446088
96271 47149 69.442097
2742 9161 270.388399
90265 90264 9.933116
90267 90263 23.807524
90268 90267 10.675011
90264 90261 37.890157
90261 67977 88.321675
90262 1026 47.460129
90257 90258 9.650737
90263 90262 1.719647
90262 90265 16.071620
6024 6416 98.889564
6408 6420 128.215629
39109 39110 18.227587
35780 5908 28.764428
39108 39110 115.744292
8642 82444 56.807462
82497 82496 5.271482
82496 82494 5.118165
82441 82432 70.049686
82444 82437 66.964641
82488 82478 46.304624
89655 82476 1.909107
82476 89654 4.220251
89654 89651 6.763519
89651 65023 43.773174
65023 65137 38.074881
82494 82488 52.645670
101465 101492 61.486201
101492 101508 31.516789
101508 101512 3.526271
101512 101530 12.833017
101400 101405 11.464009
101405 101416 16.673530
101416 101426 11.221094
101426 101435 14.709486
101435 101453 49.176171
101457 101458 3.488628
101458 101462 22.146178
101462 101495 71.515676
101495 101518 38.413043
101518 101517 24.507219
101518 101529 4.401560
101546 101526 13.020811
101452 101458 8.719647
101557 101529 12.871232
101455 101462 10.404035
101551 101546 4.570925
101499 101497 9.796925
101574 101542 64.184519
101490 101509 30.705571
101542 101531 8.984412
101495 101497 5.874052
101538 101492 48.756587
101506 101496 49.888860
101509 101512 3.161683
101512 101513 3.002848
101467 101459 106.685485
101459 101443 295.292135
101576 101578 8.515245
101578 101579 8.834989
86998 8398 130.219369
101416 101434 46.578033
15014 15015 5.693264
15015 117667 39.267134
117667 12715 37.966768
101426 101438 37.664194
101540 101573 48.223440
101522 6362 111.105383
101579 107524 241.937914
101508 101546 25.087444
101546 101538 55.810294
101538 101522 8.930302
101522 101531 3.655698
101513 101551 21.938589
101551 101576 92.830080
101491 101506 24.236553
101506 101540 24.276810
101540 101563 21.149796
101436 101393 148.820459
3524 6451 120.686184
6451 6453 83.547385
6453 61376 92.772278
14280 15029 21.535062
15029 15031 56.052032
15031 15035 59.783214
15035 15062 63.191960
6188 69024 2.727039
69024 65848 51.636141
65848 24077 26.364653
136025 136026 22.532410
136681 135623 86.404903
80225 80231 174.862750
121075 121078 198.157307
121078 121079 5.843714
121078 16360 9.409644
121080 121081 84.965733
93381 121083 20.770896
93373 93374 32.778289
13399 86441 19.206483
3072 31393 41.306384
31393 8015 72.995503
8015 5288 24.467209
5288 6515 128.626929
6515 26659 59.109044
26659 26658 48.826219
26658 38472 8.821916
38472 64903 303.871166
64903 25389 192.036842
25389 98178 60.083568
98178 98520 53.702072
98520 68558 86.263189
68558 6506 11.621707
6506 98498 204.806852
98498 98482 82.293060
98482 6502 162.603064
6502 98428 118.944008
98428 6499 103.594015
6499 6495 220.343643
6495 5557 203.873478
5557 62195 24.889863
62195 61726 2.849276
61726 62184 168.566754
62184 66692 78.219767
66692 132620 145.640985
132620 6483 86.664588
6483 67856 45.430661
67856 6480 265.282621
6480 57605 28.985194
57605 6479 76.047157
6479 60736 58.565199
60736 9712 11.494585
9712 6479 54.644865
86442 86443 15.411356
86441 86442 34.892812
1258 142987 9.857009
142987 104483 56.576381
104483 6534 22.215111
6534 104503 49.639318
104503 141579 4.909791
141579 6536 86.678275
6536 135480 57.257025
135480 135865 7.281884
135865 6541 9.747749
6541 136748 27.331835
