node	x	y	z
25415	741110.740642	4779012.949924	0.000000
25433	740494.624900	4779047.191824	0.000000
25434	740565.647684	4778999.504447	0.000000
25448	740914.052259	4778197.059161	0.000000
25449	740492.542661	4779063.720326	0.000000
25458	740480.036697	4779046.743506	0.000000
25460	740384.015700	4778796.059071	0.000000
25461	740374.917000	4778780.603848	0.000000
25462	740387.781986	4778788.352454	0.000000
25466	740438.375911	4778840.644530	0.000000
25487	741064.607101	4779012.473611	0.000000
25492	741223.967970	4778901.811152	0.000000
25497	741531.744329	4778467.426679	0.000000
25509	742524.620941	4779161.522768	0.000000
25516	742666.580850	4779100.769559	0.000000
25519	742731.191849	4779045.602555	0.000000
25521	742785.643416	4779008.122046	0.000000
25537	742779.335993	4779116.986270	0.000000
25544	742583.146470	4779227.547777	0.000000
25545	742549.369280	4779022.579106	0.000000
25552	742418.956637	4779014.967651	0.000000
25556	742322.469856	4779083.125960	0.000000
25560	742257.502861	4779072.152521	0.000000
25567	742287.726776	4778969.187613	0.000000
25571	742261.508181	4779032.362612	0.000000
25577	742128.891881	4779066.823528	0.000000
25586	742297.183834	4778969.179266	0.000000
25594	742569.865375	4779011.988623	0.000000
25601	742596.708277	4779010.275714	0.000000
25606	742585.580321	4778992.932287	0.000000
25614	742656.251246	4779015.065379	0.000000
25641	743368.010873	4779088.296845	0.000000
25647	744155.420779	4778724.638212	0.000000
25663	743167.577603	4778767.714995	0.000000
25689	740625.238405	4778966.036592	0.000000
25744	743845.647521	4780402.643423	0.000000
25792	741748.997240	4783523.424739	0.000000
25814	740664.271839	4785539.210550	0.000000
25837	740983.174067	4788289.709295	0.000000
25838	741003.199221	4788393.348131	0.000000
25840	740788.809237	4788549.221211	0.000000
25843	740426.786143	4788710.936522	0.000000
25866	740581.816754	4779025.073060	0.000000
25867	740596.516754	4779025.125224	0.000000
25872	740552.256139	4779192.807122	0.000000
25873	740536.985697	4779179.858022	0.000000
25875	740529.617354	4779153.254752	0.000000
25896	740622.471631	4778679.790079	0.000000
25897	740639.807262	4778683.882942	0.000000
25900	740732.189144	4778666.252468	0.000000
25902	740653.939515	4778704.409125	0.000000
25904	740657.816576	4778718.479342	0.000000
25906	740721.870035	4778711.168165	0.000000
25907	740729.925829	4778680.973111	0.000000
25908	740724.072109	4778698.180065	0.000000
25940	740610.037408	4778685.444615	0.000000
25952	740727.641744	4778720.946371	0.000000
25998	740955.603263	4778205.645219	0.000000
26113	741539.456591	4778438.298764	0.000000
26213	741459.285086	4778075.335566	0.000000
26215	741423.568747	4777976.091702	0.000000
26218	741235.454064	4777917.810415	0.000000
26220	741260.601716	4777824.636893	0.000000
26221	741637.285556	4778043.770855	0.000000
26222	741677.074337	4777991.349929	0.000000
26227	741521.431223	4777831.307798	0.000000
26230	741700.671372	4777966.177155	0.000000
26231	741665.406148	4777864.623743	0.000000
26232	741514.622541	4777684.371419	0.000000
26237	741619.486096	4778352.042817	0.000000
26247	741475.598618	4778182.321012	0.000000
26277	739421.492540	4777390.696817	0.000000
26278	739437.553971	4777480.786106	0.000000
26279	739440.074932	4777505.493785	0.000000
26280	739432.955842	4777528.417204	0.000000
26355	739242.879615	4777933.961029	0.000000
26358	739223.776450	4777794.049166	0.000000
26374	739361.327592	4777913.023539	0.000000
26378	739428.484115	4778097.357630	0.000000
26379	739338.888658	4777917.550590	0.000000
26621	740423.727578	4778827.117252	0.000000
26623	740349.383833	4778759.064444	0.000000
26626	740375.540551	4778760.854697	0.000000
26633	740341.207217	4778693.457798	0.000000
26636	740442.675540	4778814.597820	0.000000
26643	740447.855224	4778761.772114	0.000000
26646	740394.299140	4778699.690066	0.000000
26653	740365.822967	4778710.072030	0.000000
26658	740626.936890	4778621.401460	0.000000
26659	740599.008036	4778661.469750	0.000000
26679	740621.036235	4778978.698300	0.000000
26681	740642.948984	4779030.968737	0.000000
26684	740632.651596	4778998.746389	0.000000
26717	740611.842590	4778678.614027	0.000000
26721	740704.784872	4778632.902935	0.000000
26870	740562.636130	4779009.361532	0.000000
26881	740480.816897	4778753.539299	0.000000
26892	740513.731646	4778710.877770	0.000000
26900	740488.285243	4778746.875246	0.000000
31099	739603.071986	4779731.454614	0.000000
31106	739484.263027	4779745.667749	0.000000
31125	739515.130481	4779489.040877	0.000000
31128	739606.591767	4779695.995058	0.000000
31135	739780.456274	4779572.379307	0.000000
31141	739986.313227	4779731.126976	0.000000
31393	740563.249118	4778935.958406	0.000000
31406	740690.382337	4778991.189522	0.000000
31414	740600.108566	4779006.681830	0.000000
31416	740624.722511	4778968.420271	0.000000
31419	740562.556623	4778958.796487	0.000000
31424	740620.021816	4778982.743477	0.000000
31429	740674.703960	4779047.180381	0.000000
31431	740561.419259	4779006.916657	0.000000
31446	740564.034827	4779029.259972	0.000000
31455	740578.356924	4778863.812213	0.000000
31458	740540.787761	4789267.421497	0.000000
31463	740792.923188	4789087.849465	0.000000
31476	741361.060958	4788417.643500	0.000000
31480	741546.510495	4788381.434692	0.000000
31484	739042.011178	4777174.964382	0.000000
31491	739010.270259	4777248.608853	0.000000
31493	738931.510809	4777334.437780	0.000000
31505	737710.273669	4778175.202697	0.000000
31507	737684.227895	4778168.311744	0.000000
31508	737689.801708	4778157.742467	0.000000
31509	737701.125996	4778155.124127	0.000000
31517	735925.376790	4777985.960010	0.000000
31518	735874.249617	4777935.743081	0.000000
31525	736381.678544	4781468.787134	0.000000
31526	736380.792944	4781477.173806	0.000000
31609	745766.484194	4791104.258093	0.000000
31613	745998.576474	4791106.106295	0.000000
31614	746045.049717	4791146.636298	0.000000
31615	746139.622229	4791238.866127	0.000000
31616	746200.601351	4791300.196899	0.000000
31626	739960.643870	4778694.208958	0.000000
31627	739799.725087	4778655.072047	0.000000
31628	739953.673824	4778716.803582	0.000000
31630	739810.608499	4778635.139254	0.000000
31722	735996.022000	4776247.288350	0.000000
31723	735673.004368	4777807.056783	0.000000
31724	739196.204541	4777479.694363	0.000000
31727	739372.734047	4777469.546543	0.000000
31728	739370.086630	4777441.009280	0.000000
31737	739429.641787	4777444.891600	0.000000
31738	739464.116557	4777437.774174	0.000000
31739	739513.987387	4777329.396692	0.000000
31740	739577.097306	4777494.530426	0.000000
31741	739589.417204	4777523.207726	0.000000
31745	739870.206982	4777346.939771	0.000000
31747	739843.828807	4777330.454841	0.000000
31751	739925.461721	4777398.490144	0.000000
31758	740011.607282	4777500.967854	0.000000
31759	740003.460686	4777522.475780	0.000000
31765	740168.928194	4777683.649159	0.000000
31786	739920.064557	4777401.146811	0.000000
31789	739912.325580	4777404.833023	0.000000
31818	739690.583213	4777925.976239	0.000000
31820	739470.395999	4778101.743888	0.000000
31821	739527.478840	4778075.917556	0.000000
31825	739399.654220	4778099.013371	0.000000
31828	739360.937536	4778091.092520	0.000000
31836	739235.710229	4778089.897011	0.000000
31838	739918.073648	4777555.819854	0.000000
31843	739973.556092	4777543.929181	0.000000
31845	739967.498692	4777576.674993	0.000000
31848	739889.857570	4777533.020642	0.000000
31849	739999.146115	4777532.331664	0.000000
31850	739392.618030	4777207.986093	0.000000
31854	739352.211127	4777354.526030	0.000000
31855	739315.199812	4777366.358692	0.000000
31870	739427.261541	4777390.899486	0.000000
31877	743065.641695	4789790.257820	0.000000
31889	743077.762527	4789947.334618	0.000000
31893	743076.303601	4789974.905608	0.000000
31897	743072.827269	4790018.617996	0.000000
31903	743052.130838	4790090.382351	0.000000
31913	743046.758822	4789716.175644	0.000000
31926	743007.129992	4789581.167101	0.000000
32005	742986.613424	4788916.097933	0.000000
32023	743007.753132	4788601.723710	0.000000
32024	743005.061296	4788595.344352	0.000000
32025	742985.194162	4788602.729171	0.000000
32044	743003.007857	4788238.516689	0.000000
32116	743108.054753	4790084.289253	0.000000
32125	740214.628054	4776732.034740	0.000000
32159	743325.131925	4781084.678377	0.000000
32160	742621.838887	4782103.765038	0.000000
32167	743205.397864	4781661.701680	0.000000
32176	744021.377142	4781282.978692	0.000000
32184	743258.640885	4782073.988254	0.000000
32201	743639.701131	4781992.151849	0.000000
32206	743678.257190	4782059.120188	0.000000
32208	743722.866972	4782031.371019	0.000000
32226	743712.820800	4782033.391000	0.000000
32326	739368.960253	4777297.024813	0.000000
32524	738279.627715	4782039.489366	0.000000
32534	738021.338888	4782023.500717	0.000000
32535	737993.379283	4782042.671689	0.000000
32540	737883.296761	4782066.143740	0.000000
32547	737995.244456	4781858.039321	0.000000
32549	737937.589168	4781853.332380	0.000000
32641	738671.843091	4781893.331839	0.000000
32642	738634.547270	4781894.959583	0.000000
32643	738564.853588	4781926.642610	0.000000
32658	738583.742929	4781861.809570	0.000000
32660	738757.653551	4781772.189723	0.000000
32661	738771.708048	4781738.478429	0.000000
32671	738844.329423	4781410.691951	0.000000
32702	740122.093797	4781701.387987	0.000000
32726	739532.235490	4781462.943076	0.000000
32733	739256.300736	4781360.854737	0.000000
32739	739052.418390	4781138.634853	0.000000
32744	738886.450427	4781097.180784	0.000000
32750	738798.251545	4780920.095636	0.000000
32753	738690.791438	4780923.654904	0.000000
32755	739158.265051	4781397.140502	0.000000
32760	739040.938172	4781505.640234	0.000000
32762	739001.685160	4781427.524215	0.000000
32763	738994.189822	4781400.295584	0.000000
32765	738930.482726	4781191.642851	0.000000
32767	738919.993743	4781226.257455	0.000000
32775	738746.995107	4780999.004877	0.000000
32776	738954.818509	4781221.141600	0.000000
32791	738792.775432	4780855.220040	0.000000
32800	738781.651485	4781623.070658	0.000000
32841	738361.826219	4781028.496128	0.000000
32851	738559.682409	4780958.211691	0.000000
32853	738630.130472	4780918.514823	0.000000
32854	738647.126618	4780913.561875	0.000000
32858	738751.638691	4780828.057297	0.000000
32860	738777.621516	4780767.476445	0.000000
32865	738617.076845	4780830.734142	0.000000
32871	738407.586010	4780742.521152	0.000000
32877	738249.020531	4780550.615783	0.000000
32878	738413.280595	4780768.017860	0.000000
32879	738390.661921	4780801.685701	0.000000
32880	738429.634038	4780816.527558	0.000000
32897	738669.749966	4780759.246008	0.000000
32916	738657.758223	4780677.874085	0.000000
32921	738770.995129	4780909.276387	0.000000
32926	738758.314752	4781014.513601	0.000000
32935	737706.871532	4780336.806055	0.000000
32938	737726.788554	4780438.756457	0.000000
32942	737813.786093	4780540.469979	0.000000
32943	737814.519972	4780446.023415	0.000000
32946	737566.246257	4780272.675233	0.000000
32947	737544.438501	4780332.438225	0.000000
32949	737549.638376	4780252.947901	0.000000
32976	738320.610852	4780491.829713	0.000000
32981	738489.185372	4780241.746096	0.000000
32997	738951.063059	4780612.014063	0.000000
32999	738948.549669	4780561.586747	0.000000
33000	738922.562248	4780482.080387	0.000000
33001	738971.841756	4780557.556036	0.000000
33002	738983.083106	4780573.218031	0.000000
33003	739048.208006	4780676.505106	0.000000
33005	739023.530769	4780738.320777	0.000000
33006	738998.235969	4780683.902235	0.000000
33008	738976.990545	4780703.639042	0.000000
33010	739002.596750	4780571.045235	0.000000
33013	739111.940909	4780601.660945	0.000000
33016	739028.448135	4780530.531675	0.000000
33022	738955.318653	4780394.005086	0.000000
33024	739053.257827	4780419.037556	0.000000
33030	739228.003237	4780383.108962	0.000000
33033	739163.937962	4780525.048413	0.000000
33035	739148.290155	4780604.705689	0.000000
33037	739126.232009	4780720.821961	0.000000
33038	739083.170495	4780727.838472	0.000000
33041	739225.915434	4780613.103875	0.000000
33045	739217.817927	4780746.223402	0.000000
33073	739438.194024	4777316.247574	0.000000
33074	739447.603615	4777318.802106	0.000000
33075	739457.815422	4777289.248790	0.000000
33103	739449.563773	4777262.082470	0.000000
33107	739478.481698	4777218.141397	0.000000
33108	739496.642551	4777207.215004	0.000000
33109	739476.534192	4777174.327913	0.000000
33110	739521.054233	4777192.060427	0.000000
33120	739464.883748	4777044.006695	0.000000
33124	739576.260688	4776949.099412	0.000000
33125	739418.806663	4776926.298070	0.000000
33128	739486.486610	4776859.066122	0.000000
33147	739595.068709	4776826.142277	0.000000
33150	739572.109788	4776774.885047	0.000000
33164	739683.753415	4776755.046837	0.000000
33165	739691.550759	4776769.643256	0.000000
33167	739706.919212	4776706.100514	0.000000
33190	739738.667979	4776740.932138	0.000000
33212	739856.088859	4776491.632060	0.000000
33269	734332.687648	4777411.014561	0.000000
33270	734317.108541	4777414.437304	0.000000
33286	739821.714931	4776420.457165	0.000000
33292	739850.214912	4776406.848432	0.000000
33294	739887.633726	4776383.612560	0.000000
33295	739872.491262	4776350.821298	0.000000
33298	739891.211549	4776348.855731	0.000000
33307	739906.146253	4776293.771282	0.000000
33308	739901.517406	4776281.054176	0.000000
33309	739895.289178	4776267.013142	0.000000
33315	739984.140498	4776219.945481	0.000000
33348	739611.873195	4776318.827618	0.000000
33353	739885.505487	4776303.997952	0.000000
33357	740212.009476	4776121.865068	0.000000
33358	740194.874111	4776081.363518	0.000000
33380	739981.324279	4776214.764612	0.000000
33383	739977.172992	4776207.001441	0.000000
33384	739974.476241	4776201.435589	0.000000
33398	739965.836630	4776213.541166	0.000000
33401	739945.600288	4776120.812802	0.000000
33403	739914.540372	4776059.161515	0.000000
33404	739898.817867	4776027.317270	0.000000
33485	739805.836883	4776082.169300	0.000000
33527	739633.806852	4776120.188295	0.000000
33537	739621.741205	4776119.664151	0.000000
33538	739622.236427	4776141.509593	0.000000
33539	739621.724029	4776186.459791	0.000000
33573	739517.094260	4776141.851535	0.000000
33577	739377.079582	4776023.535442	0.000000
33591	739497.671494	4775859.451227	0.000000
33608	739316.068914	4775946.547048	0.000000
33610	739362.141441	4775904.285977	0.000000
33616	739291.406077	4775822.708820	0.000000
33617	739200.071770	4775880.884757	0.000000
33707	739157.328632	4776909.223726	0.000000
33712	739700.035920	4777719.080524	0.000000
33720	739663.793898	4777588.616298	0.000000
33722	739663.387343	4777580.718083	0.000000
33724	739564.021959	4777498.696602	0.000000
33727	739540.868552	4777463.244709	0.000000
33730	739519.630935	4777442.816310	0.000000
33732	739514.123614	4777411.987847	0.000000
33734	739508.111901	4777395.741896	0.000000
33739	739433.068133	4777406.960229	0.000000
33740	739424.551470	4777407.283730	0.000000
33741	739518.169591	4777434.558575	0.000000
33742	739514.988821	4777416.577351	0.000000
33743	739395.436825	4777313.522390	0.000000
33744	739409.494667	4777265.389603	0.000000
33745	739428.777648	4777243.849759	0.000000
33746	739485.329257	4777294.307599	0.000000
33748	739494.244670	4777311.389455	0.000000
33749	739498.579340	4777312.998464	0.000000
33751	739511.316645	4777325.877952	0.000000
33752	739500.766840	4777324.473073	0.000000
33757	739569.688205	4779515.245391	0.000000
33758	739596.224991	4779509.618206	0.000000
33776	735454.418287	4776208.347093	0.000000
33779	735360.913035	4776122.725026	0.000000
33781	735386.617519	4776108.857222	0.000000
33783	735367.457264	4776055.179311	0.000000
33785	735319.544821	4775990.101487	0.000000
33787	735287.313464	4776007.513732	0.000000
33808	739272.322872	4777024.289728	0.000000
33819	739295.640781	4777111.764267	0.000000
33831	739359.254945	4777171.820550	0.000000
33832	739371.287835	4777195.260976	0.000000
33901	739471.205421	4777217.240790	0.000000
33902	739442.959016	4777187.804106	0.000000
33903	739467.196495	4777223.749539	0.000000
33906	739404.934612	4777189.481812	0.000000
33908	739428.226613	4777169.784094	0.000000
33912	739689.826914	4776827.472094	0.000000
33913	739672.974037	4776807.186423	0.000000
33932	742018.059967	4775981.905783	0.000000
33933	742034.847435	4775966.044040	0.000000
33939	742273.349633	4775928.666484	0.000000
33971	738930.877694	4777569.530065	0.000000
33973	738936.924179	4777476.770410	0.000000
33974	738936.948764	4777466.774680	0.000000
33977	738946.893275	4777411.780696	0.000000
33978	738940.865354	4777407.810902	0.000000
33979	738936.603994	4777405.504281	0.000000
33980	738918.441676	4777399.552339	0.000000
33998	739397.141567	4777179.633993	0.000000
34000	739362.073557	4777136.102905	0.000000
34001	739374.914145	4777159.049070	0.000000
34002	739386.731718	4777161.943824	0.000000
34084	739244.019492	4779454.081140	0.000000
34087	739225.127494	4779402.288899	0.000000
34153	736909.490809	4777721.170435	0.000000
34159	736905.089241	4777722.418462	0.000000
34160	736887.926261	4777727.781828	0.000000
34161	736847.106819	4777725.884821	0.000000
34164	736816.063406	4777745.299032	0.000000
34167	736848.779134	4777732.848113	0.000000
34196	736815.382880	4777793.478106	0.000000
34197	736811.520236	4777779.689211	0.000000
34198	736809.028414	4777775.210442	0.000000
34200	736754.835990	4777810.988865	0.000000
34257	737859.756955	4777696.774323	0.000000
34265	737868.701219	4777713.120925	0.000000
34285	739228.044648	4777350.344370	0.000000
34286	739175.995603	4777408.341587	0.000000
34363	738576.750216	4777419.106487	0.000000
34364	738566.754523	4777417.933723	0.000000
34391	738383.199596	4777396.087885	0.000000
34393	738371.700980	4777402.479774	0.000000
34395	738244.941510	4777378.154381	0.000000
34396	738066.551964	4777392.413986	0.000000
34428	738197.886062	4777421.043540	0.000000
34432	738123.370867	4777431.238176	0.000000
34433	738114.857622	4777444.528849	0.000000
34442	738197.669539	4777432.133322	0.000000
34448	738103.300300	4777407.841872	0.000000
34510	738105.305491	4777452.812783	0.000000
34511	738022.735843	4777445.224876	0.000000
34513	737960.626697	4777440.309407	0.000000
34514	737954.138670	4777439.704804	0.000000
34516	738005.357730	4777447.364484	0.000000
34518	738004.243953	4777474.824274	0.000000
34549	737945.723483	4777738.805184	0.000000
34556	737960.122447	4777716.746380	0.000000
34563	738096.648635	4777874.976598	0.000000
34565	738190.156251	4777881.780570	0.000000
34568	738152.981941	4777822.448079	0.000000
34575	738178.859377	4777605.775454	0.000000
34577	738225.550378	4777570.245804	0.000000
34579	738267.087238	4777558.888158	0.000000
34587	738100.959120	4777608.223844	0.000000
34588	738088.175612	4777606.175990	0.000000
34589	737943.352386	4777761.217271	0.000000
34591	738026.559101	4777810.625240	0.000000
34593	738067.127779	4777792.883408	0.000000
34611	737834.064543	4777619.252766	0.000000
34617	737855.634479	4777562.350725	0.000000
34628	737859.883391	4777603.063147	0.000000
34630	737853.648132	4777553.908375	0.000000
34635	737866.108623	4777642.932759	0.000000
34651	737771.002633	4777523.547972	0.000000
34655	737839.170103	4777525.248378	0.000000
34666	737736.476295	4777471.049027	0.000000
34713	737369.377796	4777481.815165	0.000000
34719	737421.371626	4777454.837964	0.000000
34720	737427.213963	4777443.810811	0.000000
34729	737595.096526	4777438.241939	0.000000
34730	737502.984441	4777436.343343	0.000000
34735	737359.994610	4777445.983824	0.000000
34737	737242.009661	4777471.931509	0.000000
34738	736904.140572	4777558.729612	0.000000
34779	737351.113394	4777486.961163	0.000000
34780	737335.127998	4777491.463809	0.000000
34782	737337.568424	4777507.938921	0.000000
34784	737378.424059	4777529.888471	0.000000
34785	737259.251801	4777513.696063	0.000000
34787	737332.768287	4777533.958142	0.000000
34801	737302.519539	4777518.316012	0.000000
34802	737311.259499	4777575.196287	0.000000
34813	737228.400525	4777505.761337	0.000000
34816	737203.352945	4777522.769581	0.000000
34817	737070.556565	4777563.571648	0.000000
34818	737058.891760	4777569.170371	0.000000
34821	737035.157010	4777603.493361	0.000000
34823	736998.170176	4777615.516931	0.000000
34828	737146.729503	4777546.818487	0.000000
34829	737135.196775	4777497.113479	0.000000
34834	737032.803765	4777567.395607	0.000000
34836	737049.877107	4777620.362101	0.000000
34874	736808.002676	4777765.111714	0.000000
34875	736799.236432	4777767.486862	0.000000
34878	737065.015035	4777542.085118	0.000000
34879	737213.236448	4777576.542663	0.000000
34880	737229.993076	4777594.105399	0.000000
34920	737310.803930	4777564.183253	0.000000
34921	738138.765238	4777457.662468	0.000000
34923	738191.747533	4777463.116787	0.000000
34924	738135.288655	4777490.710700	0.000000
34928	738192.557061	4777455.105618	0.000000
34947	738371.124745	4777489.993191	0.000000
34948	738344.560395	4777486.217468	0.000000
34981	738835.655298	4777868.358175	0.000000
35174	739340.239211	4779038.669061	0.000000
35189	736769.016032	4776159.237876	0.000000
35190	739084.711885	4777392.517777	0.000000
35197	739098.700093	4777413.413158	0.000000
35204	738852.476437	4777549.501764	0.000000
35207	738880.723548	4777620.768196	0.000000
35209	738868.722534	4777549.915513	0.000000
35214	738870.572884	4777508.281597	0.000000
35215	738870.611262	4777505.792136	0.000000
35216	738888.096494	4777506.649665	0.000000
35220	738805.403590	4777529.793747	0.000000
35226	738803.831070	4777541.191898	0.000000
35230	738811.122361	4777473.072579	0.000000
35231	738777.033903	4777536.627928	0.000000
35232	738778.585014	4777528.164614	0.000000
35237	738782.938697	4777480.636050	0.000000
35238	738761.218203	4777533.927709	0.000000
35239	738763.272122	4777520.878470	0.000000
35240	738769.946614	4777478.490660	0.000000
35244	738721.495494	4777511.831335	0.000000
35246	738703.281261	4777518.065276	0.000000
35268	738615.524671	4777505.540338	0.000000
35275	738515.526458	4777411.926318	0.000000
35281	738516.376245	4777400.680757	0.000000
35284	738352.573485	4777401.054652	0.000000
35286	738378.195524	4777408.489132	0.000000
35293	738331.521346	4777414.829495	0.000000
35294	738338.038027	4777397.377220	0.000000
35297	738282.626837	4777414.543095	0.000000
35298	738281.060134	4777427.198018	0.000000
35300	738330.082875	4777431.269564	0.000000
35308	738282.681521	4777383.154380	0.000000
35309	738197.127508	4777376.549795	0.000000
35311	738193.361541	4777422.764613	0.000000
35312	738149.893670	4777386.552422	0.000000
35314	738150.007272	4777426.431214	0.000000
35318	738066.941857	4777372.390137	0.000000
35319	738063.434995	4777361.303740	0.000000
35321	738048.357703	4777366.136725	0.000000
35322	738050.880067	4777376.488191	0.000000
35338	737954.451587	4777332.512068	0.000000
35414	737861.308870	4777184.784417	0.000000
35415	737774.297003	4777187.207999	0.000000
35418	737831.534650	4777155.523990	0.000000
35459	737953.579812	4777388.980103	0.000000
35476	737745.032415	4777410.968437	0.000000
35479	737744.312055	4777388.648643	0.000000
35481	737954.060560	4777406.476834	0.000000
35482	737744.587960	4777398.721445	0.000000
35493	737659.759010	4777388.156991	0.000000
35494	737660.577624	4777407.199922	0.000000
35498	737657.511377	4777415.465996	0.000000
35499	737553.620980	4777416.547467	0.000000
35510	737299.392615	4777457.683794	0.000000
35511	737301.752397	4777465.949900	0.000000
35527	737220.131857	4777466.210655	0.000000
35528	737221.711939	4777476.517808	0.000000
35529	737224.188586	4777486.811693	0.000000
35540	737227.314711	4777498.573719	0.000000
35541	737208.690142	4777542.625698	0.000000
35542	737210.409912	4777550.791654	0.000000
35544	737237.983844	4777557.622587	0.000000
35545	737234.612536	4777546.118883	0.000000
35553	737275.096783	4777586.924639	0.000000
35554	737238.083213	4777544.471707	0.000000
35555	737236.005096	4777536.537895	0.000000
35557	737068.262759	4777609.604233	0.000000
35594	737938.215395	4777187.357651	0.000000
35595	737933.005328	4777134.502453	0.000000
35627	739662.938376	4776506.778223	0.000000
35628	739648.932511	4776514.414381	0.000000
35629	739619.770168	4776528.812351	0.000000
35632	739473.364879	4776601.984012	0.000000
35637	739423.887212	4776751.730044	0.000000
35639	739444.801869	4776795.575856	0.000000
35640	739448.518443	4776800.410054	0.000000
35641	739599.417454	4776452.983147	0.000000
35648	739490.387837	4776710.921561	0.000000
35655	739698.885103	4776575.194246	0.000000
35656	739518.409105	4776683.750924	0.000000
35681	739492.370414	4776708.989664	0.000000
35682	739500.298266	4776719.420515	0.000000
35683	739665.153998	4776416.174584	0.000000
35688	742820.054869	4776276.558100	0.000000
35689	742841.017578	4776256.988260	0.000000
35692	738998.575523	4777480.800312	0.000000
35693	739009.350031	4777470.681191	0.000000
35694	739017.137542	4777469.308596	0.000000
35696	739008.369242	4777433.140086	0.000000
35697	738934.697678	4777511.230074	0.000000
35699	739004.268048	4777517.327970	0.000000
35754	737075.866157	4783480.942289	0.000000
35755	737096.914396	4783481.876073	0.000000
35756	737093.093509	4783591.493224	0.000000
35761	737100.751113	4783418.972870	0.000000
35777	737088.677740	4783608.196601	0.000000
35778	737139.321981	4783605.558712	0.000000
35779	737185.429117	4783619.598057	0.000000
35780	737259.907031	4783639.531045	0.000000
35781	737142.450479	4783525.161921	0.000000
35782	737187.838599	4783534.394745	0.000000
35801	737274.459247	4783421.382667	0.000000
35803	737308.773134	4783581.245442	0.000000
35808	737391.516739	4783702.968197	0.000000
35863	737392.720969	4783687.587303	0.000000
35864	737533.577593	4783729.733519	0.000000
35876	737472.626197	4783711.492820	0.000000
35879	737468.516271	4783725.471266	0.000000
35885	737768.010751	4783736.623717	0.000000
35963	737784.162608	4783726.035333	0.000000
35971	737772.142062	4783742.772764	0.000000
35972	737806.155977	4783743.683928	0.000000
35973	737778.233508	4783742.907876	0.000000
35975	738096.895720	4783745.460013	0.000000
36271	737562.387410	4786006.225269	0.000000
36272	737586.283068	4785989.024367	0.000000
36274	740049.928825	4781693.193412	0.000000
36303	738174.254796	4786447.966716	0.000000
36304	738181.918179	4786417.111028	0.000000
36309	738995.230796	4786792.171559	0.000000
36310	739022.089383	4786760.401549	0.000000
36311	739337.429282	4787060.852888	0.000000
36312	739365.758695	4787027.768232	0.000000
36328	740288.010998	4789124.240465	0.000000
36329	740323.045242	4789095.133575	0.000000
36333	740304.341551	4789119.658659	0.000000
36334	740345.457722	4789162.058123	0.000000
36395	744896.660628	4790961.871890	0.000000
36396	744900.875377	4790912.225438	0.000000
36404	746256.107836	4791367.557396	0.000000
36405	746282.050627	4791316.130652	0.000000
36437	735980.381463	4777986.052283	0.000000
36438	735988.260923	4777987.859641	0.000000
36440	736062.850339	4777996.581228	0.000000
36444	737848.712879	4778684.917992	0.000000
36445	738038.508450	4780148.616759	0.000000
36447	738005.075780	4780156.188128	0.000000
36448	737997.963369	4780139.971751	0.000000
36449	738008.901997	4780122.206858	0.000000
36450	738027.887098	4780122.825999	0.000000
36466	737273.646661	4784269.847775	0.000000
36468	737209.270057	4784232.108101	0.000000
36471	737254.661220	4784214.754828	0.000000
36473	737251.734736	4784186.898155	0.000000
36511	734814.388185	4779058.080601	0.000000
36512	734825.660468	4779040.344876	0.000000
36513	734837.192914	4779048.136742	0.000000
36519	734774.180630	4779031.832085	0.000000
36520	734783.396783	4779017.983868	0.000000
36522	734793.665898	4778986.347859	0.000000
36523	734815.766367	4778997.784128	0.000000
36534	735944.409447	4778007.712397	0.000000
36539	735944.722946	4778033.709125	0.000000
36544	736014.944577	4778088.557666	0.000000
36545	736020.023404	4778044.934513	0.000000
36593	736870.695157	4775244.397056	0.000000
36610	736908.505755	4775186.955610	0.000000
36634	750883.442832	4788305.166488	0.000000
36658	750232.697980	4788513.307776	0.000000
36660	737757.769587	4778660.738548	0.000000
36700	734451.239737	4778052.608080	0.000000
36701	734448.944982	4778040.942965	0.000000
36706	734445.241252	4778022.880338	0.000000
36707	734447.051560	4778030.870581	0.000000
36708	750692.288651	4788650.445325	0.000000
36720	750393.852798	4788718.541961	0.000000
36730	750065.485140	4788578.837070	0.000000
36752	749972.501988	4788496.408350	0.000000
36784	739016.110506	4777236.793286	0.000000
36786	739033.015181	4777244.235869	0.000000
36787	739038.121782	4777246.138520	0.000000
36788	739049.444978	4777252.673732	0.000000
36791	739066.948350	4777323.174934	0.000000
36794	739040.780282	4777321.556529	0.000000
36861	743639.740689	4790292.322937	0.000000
36862	743751.062891	4790192.386968	0.000000
36879	749922.034452	4788509.609296	0.000000
36891	750027.742562	4788488.799548	0.000000
36893	750073.042015	4788461.974521	0.000000
36895	750089.328491	4788432.591141	0.000000
36896	750086.577281	4788425.783685	0.000000
36903	739215.830258	4777330.678537	0.000000
36908	739155.096215	4777408.886929	0.000000
36909	739150.989133	4777442.813581	0.000000
36910	739138.475797	4777441.418189	0.000000
36919	739116.081379	4777226.600462	0.000000
36926	739094.204174	4777162.573029	0.000000
36930	739150.102208	4777703.250494	0.000000
36931	739152.069379	4777712.193060	0.000000
36935	739197.906607	4777931.581545	0.000000
36940	738979.685565	4777395.706118	0.000000
36941	738977.861409	4777395.453118	0.000000
36942	738973.373100	4777394.739751	0.000000
36943	738905.160582	4777380.083237	0.000000
